seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,validation_nmse,test_nmse,gradient_clipped_steps,projected_steps
203,aligned_strong,development,0,adam,exact,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,exact,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,exact,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,64,adam,exact,0.003,False,False,1.0700253578113244,1.1068265228290215,0,0
203,aligned_strong,development,64,adam,exact,0.01,False,False,0.27903937236934784,0.28416842996789543,0,0
203,aligned_strong,development,64,adam,exact,0.03,False,False,0.016832509663856427,0.0168266327911476,0,0
203,aligned_strong,development,64,adam,unit_broadcast,0.003,False,False,1.0681748110938063,1.1052035431188678,0,0
203,aligned_strong,development,64,adam,unit_broadcast,0.01,False,False,0.279231168987837,0.28465165992834374,0,0
203,aligned_strong,development,64,adam,unit_broadcast,0.03,False,False,0.01389943428339843,0.013458883740369071,0,0
203,aligned_strong,development,64,adam,calibrated_broadcast,0.003,False,False,1.0681748762786951,1.105203609435307,0,0
203,aligned_strong,development,64,adam,calibrated_broadcast,0.01,False,False,0.2792312884638877,0.28465178224729343,0,0
203,aligned_strong,development,64,adam,calibrated_broadcast,0.03,False,False,0.01389942517082849,0.013458874967213189,0,0
203,aligned_strong,development,64,adam,ancestry_three_oracle,0.003,False,False,1.0702290398050103,1.106947901417179,0,0
203,aligned_strong,development,64,adam,ancestry_three_oracle,0.01,False,False,0.2823364198227405,0.2869166087564369,0,0
203,aligned_strong,development,64,adam,ancestry_three_oracle,0.03,False,False,0.016896704009654474,0.016844247453359988,0,0
203,aligned_strong,development,64,sgd,exact,0.03,False,False,0.9103051822607735,0.9521668078721186,0,0
203,aligned_strong,development,64,sgd,exact,0.1,False,False,0.25897216212897356,0.26173544985330455,0,0
203,aligned_strong,development,64,sgd,exact,0.3,False,False,0.044688652946923244,0.043524534264331005,0,0
203,aligned_strong,development,64,sgd,unit_broadcast,0.03,False,False,0.2549902848403802,0.26483433853740446,0,0
203,aligned_strong,development,64,sgd,unit_broadcast,0.1,False,False,0.0343885366982898,0.03281245894734118,0,0
203,aligned_strong,development,64,sgd,unit_broadcast,0.3,False,False,0.003997018054044732,0.0038825924108088095,0,0
203,aligned_strong,development,64,sgd,calibrated_broadcast,0.03,False,False,0.87775615538664,0.9287223630083437,0,0
203,aligned_strong,development,64,sgd,calibrated_broadcast,0.1,False,False,0.29394044066343866,0.3049755416148233,0,0
203,aligned_strong,development,64,sgd,calibrated_broadcast,0.3,False,False,0.05020979396322236,0.04979799274249052,0,0
203,aligned_strong,development,64,sgd,ancestry_three_oracle,0.03,False,False,0.909489689827206,0.951279316230637,0,0
203,aligned_strong,development,64,sgd,ancestry_three_oracle,0.1,False,False,0.256985322161511,0.25972471082532644,0,0
203,aligned_strong,development,64,sgd,ancestry_three_oracle,0.3,False,False,0.04422196091858638,0.04315675435779634,0,0
203,aligned_strong,development,256,adam,exact,0.003,False,False,0.16141701685620663,0.16375900628083093,0,0
203,aligned_strong,development,256,adam,exact,0.01,False,False,0.011185339547819088,0.010963932261125423,0,0
203,aligned_strong,development,256,adam,exact,0.03,False,False,0.001949574713058494,0.001884138836058499,0,0
203,aligned_strong,development,256,adam,unit_broadcast,0.003,False,False,0.18049921531982233,0.1849956125000392,0,0
203,aligned_strong,development,256,adam,unit_broadcast,0.01,False,False,0.010247633564751783,0.01002000786924921,0,0
203,aligned_strong,development,256,adam,unit_broadcast,0.03,False,False,0.0017451774235996177,0.001704580899018033,0,0
203,aligned_strong,development,256,adam,calibrated_broadcast,0.003,False,False,0.18049929198342318,0.18499569224931917,0,0
