seed,phase,task,step,model,optimizer,rule,rate,selected_rate,common_rate,test_nmse,validation_nmse,population_nmse,parameter_norm,max_abs_parameter,gradient_clipped_steps,parameter_projected_steps,elapsed_seconds,budget,endpoint,chosen_step,cohort_role,within_0_02_above_noise_floor,clean_population_nmse_below_0_02
211200,fresh,quartet,1024,algebraic,adam,calibrated_broadcast,0.01,True,False,0.8776926934501805,0.8958112251610264,0.8613937301419895,2.7868234212576173,1.1461465416776713,0,23,0.6446758240927011,1024,terminal,1024,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,512,algebraic,adam,calibrated_broadcast,0.01,True,False,0.8199437839343131,0.8446221819604021,0.8035527073956177,2.326542582844041,1.1516839143383817,0,23,0.37435292603913695,1024,validation_selected,512,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,4096,algebraic,adam,calibrated_broadcast,0.01,True,False,0.8561230023611167,0.88154674351177,0.8430560967938168,3.598839940796412,1.555071346126551,0,57,2.495709493989125,4096,terminal,4096,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,1536,algebraic,adam,calibrated_broadcast,0.01,True,False,0.7780062261430928,0.7707649624097093,0.7458686740158631,2.85648650246664,1.4894656943511788,0,23,0.9699649540707469,4096,validation_selected,1536,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,8192,algebraic,adam,calibrated_broadcast,0.01,True,False,0.8834251101932498,0.8819525949836804,0.8616346733827279,4.219678423458624,1.8064965271740985,73,252,4.8990119060035795,8192,terminal,8192,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,1536,algebraic,adam,calibrated_broadcast,0.01,True,False,0.7780062261430928,0.7707649624097093,0.7458686740158631,2.85648650246664,1.4894656943511788,0,23,0.9699649540707469,8192,validation_selected,1536,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,16384,algebraic,adam,calibrated_broadcast,0.01,True,False,0.860739638472257,0.8679068753379919,0.837319014331082,5.619555653068103,1.9868828331447619,3573,1330,9.818968496052548,16384,terminal,16384,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,1536,algebraic,adam,calibrated_broadcast,0.01,True,False,0.7780062261430928,0.7707649624097093,0.7458686740158631,2.85648650246664,1.4894656943511788,0,23,0.9699649540707469,16384,validation_selected,1536,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,1024,algebraic,adam,exact,0.003,True,True,0.045877651186834664,0.04290876404453531,0.0012944921580609065,3.3112565141328565,1.8270340299683832,0,0,0.6446388530312106,1024,terminal,1024,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,1024,algebraic,adam,exact,0.003,True,True,0.045877651186834664,0.04290876404453531,0.0012944921580609065,3.3112565141328565,1.8270340299683832,0,0,0.6446388530312106,1024,validation_selected,1024,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,4096,algebraic,adam,exact,0.003,True,True,0.04651302168624184,0.04420776567597287,0.001737295446362766,3.29299218508123,1.8091206399801865,0,0,2.4956720350310206,4096,terminal,4096,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,2560,algebraic,adam,exact,0.003,True,True,0.04519466131102008,0.04181200240594228,0.0004646234161614043,3.3079572134948454,1.8227684216526991,0,0,1.5885831239866093,4096,validation_selected,2560,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,8192,algebraic,adam,exact,0.003,True,True,0.04742061562954113,0.04430410651649141,0.0024394899602807676,3.2696817838209067,1.783013639332126,0,0,4.898972618044354,8192,terminal,8192,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,2560,algebraic,adam,exact,0.003,True,True,0.04519466131102008,0.04181200240594228,0.0004646234161614043,3.3079572134948454,1.8227684216526991,0,0,1.5885831239866093,8192,validation_selected,2560,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,16384,algebraic,adam,exact,0.003,True,True,0.049127418749311896,0.04589658296602362,0.0043470071723977766,3.1968925039698024,1.7360912850858703,0,0,9.81893177703023,16384,terminal,16384,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,10240,algebraic,adam,exact,0.003,True,True,0.04518696377376622,0.041707339504943174,0.00038418746104343805,3.2483482819122504,1.7661156158610123,0,0,6.139447511988692,16384,validation_selected,10240,post_review_extension_of_previously_observed_fresh_seed_blocks,True,True
211200,fresh,quartet,1024,algebraic,adam,sign_broadcast,0.01,True,False,0.8776927568657014,0.8958113009214635,0.8613938037793725,2.786823002429821,1.1461465996649218,0,23,0.6447034269804135,1024,terminal,1024,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,512,algebraic,adam,sign_broadcast,0.01,True,False,0.8199438615794616,0.8446222624734447,0.8035527868157242,2.326542350695325,1.1516838190492162,0,23,0.374379946035333,1024,validation_selected,512,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,4096,algebraic,adam,sign_broadcast,0.01,True,False,0.8561229828998642,0.8815467115928524,0.8430560727373342,3.5988402688672094,1.5550721806342256,0,57,2.4957344840513542,4096,terminal,4096,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,1536,algebraic,adam,sign_broadcast,0.01,True,False,0.7780061901844294,0.7707649216900294,0.7458686333061381,2.856486351727104,1.4894655961259247,0,23,0.969988297089003,4096,validation_selected,1536,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,8192,algebraic,adam,sign_broadcast,0.01,True,False,0.8833006166315334,0.8819161665295172,0.8615528427852536,4.220560174708066,1.8064933452957055,77,252,4.89903623808641,8192,terminal,8192,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
211200,fresh,quartet,1536,algebraic,adam,sign_broadcast,0.01,True,False,0.7780061901844294,0.7707649216900294,0.7458686333061381,2.856486351727104,1.4894655961259247,0,23,0.969988297089003,8192,validation_selected,1536,post_review_extension_of_previously_observed_fresh_seed_blocks,False,False
