seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,validation_nmse,test_nmse,gradient_clipped_steps,projected_steps
203,aligned_strong,development,0,adam,exact,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,exact,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,exact,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,exact,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,exact,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,exact,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,unit_broadcast,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,calibrated_broadcast,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.003,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.01,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,adam,ancestry_three_oracle,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,3.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,exact,10.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,3.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,unit_broadcast,10.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,3.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,calibrated_broadcast,10.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,0.03,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,0.1,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,0.3,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,1.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,3.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,0,sgd,ancestry_three_oracle,10.0,False,False,1.5009840815146462,1.5505057487093343,0,0
203,aligned_strong,development,64,adam,exact,0.003,False,False,1.0700253578113244,1.1068265228290215,0,0
203,aligned_strong,development,64,adam,exact,0.01,False,False,0.27903937236934784,0.28416842996789543,0,0
203,aligned_strong,development,64,adam,exact,0.03,False,False,0.016832509663856427,0.0168266327911476,0,0
203,aligned_strong,development,64,adam,exact,0.1,False,False,0.0016718172550330489,0.0016732857284278743,0,0
203,aligned_strong,development,64,adam,exact,0.3,False,False,0.000573278791543944,0.000581817395474419,0,0
203,aligned_strong,development,64,adam,exact,1.0,False,False,0.004969110473214103,0.004746317847561957,0,53
203,aligned_strong,development,64,adam,unit_broadcast,0.003,False,False,1.0681748110938063,1.1052035431188678,0,0
