panel,task,optimizer,rule,step,mean,ci_low,ci_high,n,bound,contrast,n_positive,seed,first_contact_step,last_precontact_checkpoint,exact_nmse,broadcast_nmse,gap,rate,validation_nmse
A,opposed_strong,sgd,exact,0.0,1.4465476765713354,1.2460346881861517,1.664072485921721,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,64.0,0.07471086024200295,0.06599194112256726,0.0824904619349071,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,256.0,0.0038799881190771197,0.0032072984098101653,0.004558713682837348,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,1024.0,0.00020865037352451498,0.00018435148454728662,0.00023411625008793447,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,2048.0,0.00017434593660483358,0.00015459520056026408,0.00019540190282206886,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,4096.0,0.00016728619842576632,0.00014843399855958523,0.00018750964675102975,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,8192.0,0.00015544430227095878,0.00013838065395691936,0.00017327912094672036,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,12288.0,0.00014439722883136054,0.0001284771015602848,0.00016088520213349887,20.0,,,,,,,,,,,
A,opposed_strong,sgd,exact,16384.0,0.0001348744300502986,0.00011998897049583523,0.00015003181949777944,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,0.0,1.4465476765713354,1.2460346881861517,1.664072485921721,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,64.0,0.957596878132884,0.8494288630073371,1.0593005320578366,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,256.0,0.8150545212746836,0.7045310810282199,0.9137746773160942,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,1024.0,0.7431011182571094,0.6078319272798793,0.8704908876600884,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,2048.0,0.693224484775035,0.5499595307091878,0.8294763638221915,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,4096.0,0.6857369473565454,0.5323620061948094,0.8312481620090637,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,8192.0,0.7011115207244669,0.5420125908811284,0.8487408170748447,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,12288.0,0.730119055444594,0.5621797159076538,0.8810435767472751,20.0,,,,,,,,,,,
A,opposed_strong,sgd,unit_broadcast,16384.0,0.7106623090188643,0.5457240827653965,0.8591777259947476,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,0.0,1.4465476765713354,1.2469543253000905,1.6627201728180578,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,64.0,1.045001630259827,0.9190251732623348,1.1800960020876157,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,256.0,0.9033925765746164,0.8187953645126169,0.9751934985757308,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,1024.0,0.8139726330890694,0.7077450587746532,0.9063051150994599,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,2048.0,0.7873836486779487,0.6693697863457392,0.8922646417236288,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,4096.0,0.7596166366010518,0.6314066763681007,0.8772909860864465,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,8192.0,0.73473724412704,0.6070900082710833,0.8560680379375332,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,12288.0,0.7266739322677442,0.5982912886580347,0.8479707319624563,20.0,,,,,,,,,,,
A,opposed_strong,sgd,calibrated_broadcast,16384.0,0.7206952598255523,0.5910609654333046,0.8426902752376468,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,0.0,1.4465476765713354,1.2435948264257344,1.662964257158307,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,64.0,0.07654258623621273,0.06728760492277892,0.08524712105728816,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,256.0,0.00398998526444217,0.0033060225922011063,0.004680066383937804,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,1024.0,0.00020669496134033999,0.00018183309026463304,0.00023345180924968468,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,2048.0,0.00017213253482189643,0.00015267169106870332,0.00019284331279848847,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,4096.0,0.0001649390930058083,0.0001462278100299812,0.000184981896309894,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,8192.0,0.00015302353757445662,0.000135770373068805,0.00017073015223230035,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,12288.0,0.0001419737024418859,0.00012603360821976452,0.0001581110679958395,20.0,,,,,,,,,,,
A,opposed_strong,sgd,ancestry_three_oracle,16384.0,0.0001325263486767622,0.00011755336716237131,0.00014761556140483346,20.0,,,,,,,,,,,
B,,adam,calibrated_broadcast,,0.6277641531510765,0.4639109828810445,0.7744937655173034,20.0,7.0,task_difference_in_gap,20.0,,,,,,,,
B,,adam,calibrated_broadcast,,0.6261798822589248,0.462458709777704,0.7730655059494558,20.0,20.0,task_difference_in_gap,20.0,,,,,,,,
B,,sgd,calibrated_broadcast,,0.7161912170858845,0.5863317475997804,0.8383458043164381,20.0,7.0,task_difference_in_gap,20.0,,,,,,,,
B,,sgd,calibrated_broadcast,,0.7149632166271301,0.5845175141603138,0.8378298249015373,20.0,20.0,task_difference_in_gap,20.0,,,,,,,,
C,,adam,calibrated_broadcast,,,,,,,,,2101.0,910.0,256.0,0.0003128788890642,0.8958733977194249,0.8955605188303607,,
C,,adam,calibrated_broadcast,,,,,,,,,2102.0,803.0,256.0,0.0001926179246368,0.494845899626944,0.4946532817023071,,
C,,adam,calibrated_broadcast,,,,,,,,,2103.0,2112.0,2048.0,2.571045150424001e-05,1.0097545160097985,1.0097288055582945,,
C,,adam,calibrated_broadcast,,,,,,,,,2104.0,384.0,256.0,0.0004699340938871,1.0039294714283051,1.003459537334418,,
C,,adam,calibrated_broadcast,,,,,,,,,2105.0,944.0,256.0,0.0002120265102234,0.8214438977803877,0.8212318712701643,,
C,,adam,calibrated_broadcast,,,,,,,,,2106.0,468.0,256.0,0.0002905414641462,0.1423246843548514,0.1420341428907052,,
C,,adam,calibrated_broadcast,,,,,,,,,2107.0,1341.0,1024.0,5.7709927531567766e-05,0.6893327162006221,0.6892750062730906,,
C,,adam,calibrated_broadcast,,,,,,,,,2108.0,1041.0,1024.0,0.0001056013184525,0.6100594499949071,0.6099538486764546,,
C,,adam,calibrated_broadcast,,,,,,,,,2109.0,744.0,256.0,0.0002382086435474,1.0043977455571251,1.0041595369135776,,
