panel,record,block,block_size,eta,kappa,root_id,identity_residual,perturbation,category,mean,ci95_low,ci95_high,n_cells,regime,value,dose,condition,cells_positive,cohort,mean_signed_log_change,mean_absolute_log_change,maximum_sign_flip_fraction,membrane_resistance_ohm_cm2,background_leak_multiplier
C,cell_value,,,,,,,focal shunt,unrelated,,,,,,0.001453393055969297,,,,,,,,,
C,cell_value,,,,,,,focal shunt,unrelated,,,,,,0.0071268308528698015,,,,,,,,,
C,cell_value,,,,,,,focal shunt,unrelated,,,,,,0.001098831332847331,,,,,,,,,
C,cell_value,,,,,,,focal shunt,unrelated,,,,,,0.0029967677537471845,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,descendant,0.03517892033180595,0.020971922554183807,0.05166532169143928,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.021710599551370745,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.005994023352308875,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.03519490035873489,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.0313886885922262,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.06244369804999842,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.07925194579233495,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.02187811891020903,,,,,,,,,
C,cell_value,,,,,,,matched additive,descendant,,,,,,0.023569388047264522,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,sister,0.006471810693952348,0.004961185315650622,0.008172989646091904,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.0039877768218151,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.00318327793049165,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.007231531627723425,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.00624034976986694,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.011378900133691779,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.0053925880202016,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.0067974186196187066,,,,,,,,,
C,cell_value,,,,,,,matched additive,sister,,,,,,0.007562642628209588,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,ancestor,0.010405426148533785,0.00616305459285604,0.015806581221771854,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.026949102084868202,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.0034350002310155753,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.008986499631689186,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.0146759335588429,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.010415619342524853,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.00448862419132235,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.009387055965383799,,,,,,,,,
C,cell_value,,,,,,,matched additive,ancestor,,,,,,0.004905574182623418,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,depth-matched unrelated,0.00026531957024255725,5.852680299692685e-05,0.000505764275060817,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,6.222904022528127e-05,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,0.0,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,0.0008766756948508597,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,0.0007154374028889022,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,3.5502537905360675e-05,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,0.0003325636032694485,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,5.5863419821934815e-05,,,,,,,,,
C,cell_value,,,,,,,matched additive,depth-matched unrelated,,,,,,4.428486297867072e-05,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,unrelated,6.635317295611285e-17,3.339342691255353e-17,1.0581813203458521e-16,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,1.8041124150158791e-16,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,1.1102230246251563e-16,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,3.122502256758252e-17,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,5.5511151231257815e-17,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,5.5511151231257815e-17,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,0.0,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,6.938893903907227e-17,,,,,,,,,
C,cell_value,,,,,,,matched additive,unrelated,,,,,,2.7755575615628907e-17,,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.009275563479342532,0.005309942917663244,0.014003034252503982,8.0,,,0.25,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.01815327398224578,0.01052749501162875,0.02714386003480684,8.0,,,0.5,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.034913600761563385,0.020745763501498104,0.05127279342838601,8.0,,,1.0,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.06536163897831894,0.04002632143975451,0.09405465481972144,8.0,,,2.0,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.02763283023963875,0.021024415971899683,0.033205721618250736,8.0,,,0.25,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.05425085405248479,0.04142906677934946,0.06500322278241971,8.0,,,0.5,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.10433535162782596,0.07965399743406675,0.12493764780841798,8.0,,,1.0,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.19365569595448948,0.14914805393078467,0.23004710103314657,8.0,,,2.0,,,,,,,,
E,cohort_mean,,,,,,,,,0.03491360076156331,0.020529081549257654,0.051622033137811024,8.0,,,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911350606514e+17,,,,,,,,,0.0216483705111454,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911351965763e+17,,,,,,,,,0.0059940233523088,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911352771868e+17,,,,,,,,,0.0343182246638839,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911353246232e+17,,,,,,,,,0.0306732511893372,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911354099372e+17,,,,,,,,,0.062408195512093,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911357396612e+17,,,,,,,,,0.0789193821890654,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911358106665e+17,,,,,,,,,0.021822255490387,,matched_additive_localization,,,,,,,
E,cell_value,,,,,8.646911360433806e+17,,,,,,,,,0.0235251031842858,,matched_additive_localization,,,,,,,
E,cohort_mean,,,,,,,,,0.025714968351031264,0.01656825546920085,0.035777138343335936,8.0,,,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911350606514e+17,,,,,,,,,0.0172960603301554,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911351965763e+17,,,,,,,,,0.0056427076463886,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911352771868e+17,,,,,,,,,0.0272704685469458,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911353246232e+17,,,,,,,,,0.0223046521581183,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911354099372e+17,,,,,,,,,0.0465667196357339,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911357396612e+17,,,,,,,,,0.0494464893580816,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911358106665e+17,,,,,,,,,0.0175877874845957,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,8.646911360433806e+17,,,,,,,,,0.0196048616482308,,driving_force_only_localization,,,,,,,
E,cohort_mean,,,,,,,,,0.1299643014120346,0.09751518574250435,0.15808373469178377,8.0,,,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911350606514e+17,,,,,,,,,0.114052159082142,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911351965763e+17,,,,,,,,,0.0403416608473533,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911352771868e+17,,,,,,,,,0.148636554111368,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911353246232e+17,,,,,,,,,0.1357291431023579,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911354099372e+17,,,,,,,,,0.1680428984955051,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911357396612e+17,,,,,,,,,0.1896746430837444,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911358106665e+17,,,,,,,,,0.150242950097939,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,8.646911360433806e+17,,,,,,,,,0.092994402475867,,adjoint_only_localization,,,,,,,
E,cohort_mean,,,,,,,,,0.10433535162782592,0.07990010750874438,0.12461920711236896,8.0,,,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911350606514e+17,,,,,,,,,0.0967797188589516,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911351965763e+17,,,,,,,,,0.0346989532009645,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911352771868e+17,,,,,,,,,0.1219823830609057,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911353246232e+17,,,,,,,,,0.1134491747410261,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911354099372e+17,,,,,,,,,0.1214761788597833,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911357396612e+17,,,,,,,,,0.140195697908413,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911358106665e+17,,,,,,,,,0.1327111655649254,,full_shunt_localization,,,,,,,
E,cell_value,,,,,8.646911360433806e+17,,,,,,,,,0.0733895408276377,,full_shunt_localization,,,,,,,
E,paired_contrast,,,,,,,,,0.07862038327679466,0.06015037133660599,0.0945708052938904,8.0,,,,q_prime_replacement,8.0,,,,,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0096944958040651,-0.0047513820381529,8.0,Ra150_Rm15000,,,,,original_eight,-0.0070805899867802,0.0070805899867802,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.0227557017159184,-0.0084131500701587,8.0,Ra150_Rm15000,,,,,original_eight,-0.0147690155582197,0.0147690155582197,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,0.0001081417909863,0.0004719623917026,8.0,Ra150_Rm15000,,,,,original_eight,0.0002780919899013,0.0002780919899014,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0039371043000411,0.0185799089492683,8.0,Ra150_Rm15000,,,,,original_eight,0.0099123751054174,0.0099123751054174,0.0,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0107363827433885,-0.003003780984062,8.0,Ra150_Rm300,,,,,original_eight,-0.0064484796008289,0.0064525102188464,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.1387387385585954,-0.0952847253556663,8.0,Ra150_Rm300,,,,,original_eight,-0.1165461531640319,0.1165461531640319,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,6.471813890498381e-05,0.0002639996849097,8.0,Ra150_Rm300,,,,,original_eight,0.0001570575442584,0.0001570575442584,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0249495485361158,0.0625534999434137,8.0,Ra150_Rm300,,,,,original_eight,0.0428795781697598,0.0428795781697598,0.0,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0073501828790672,-0.0056168717564753,45.0,Ra150_Rm15000,,,,,v661_disjoint,-0.0064435383239076,0.0064435383239076,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.0119854116643164,-0.0089138897287786,45.0,Ra150_Rm15000,,,,,v661_disjoint,-0.0103750200225909,0.0103750200225909,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,1.364580224465256e-05,6.754569705454836e-05,45.0,Ra150_Rm15000,,,,,v661_disjoint,3.721650524952728e-05,3.72165052495399e-05,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0012187956083877,0.0019167781514784,45.0,Ra150_Rm15000,,,,,v661_disjoint,0.0015533044856885,0.0015533044856885,0.0,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0060587002613477,-0.0045136530670805,45.0,Ra150_Rm300,,,,,v661_disjoint,-0.0052494528421856,0.0052494528421856,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.1136247541259266,-0.0845737081977843,45.0,Ra150_Rm300,,,,,v661_disjoint,-0.0988810889433018,0.0988810889433018,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,1.3565240998655216e-05,6.385902996934714e-05,45.0,Ra150_Rm300,,,,,v661_disjoint,3.5281751979319853e-05,3.528175197933408e-05,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0092999377014108,0.0169646024957865,45.0,Ra150_Rm300,,,,,v661_disjoint,0.0129019430506321,0.0129019430506321,0.0,,
G,cohort_mean,,,,,,,,,0.06737112231968412,0.050042557875298196,0.08950980493564137,8.0,,,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0456584952629558,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0913260245379612,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0615270674057812,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1326339161427598,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.053767461267735,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.064396230959163,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0379573057213964,,,,original_eight,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0517024772597205,,,,original_eight,,,,300.0,
G,cohort_mean,,,,,,,,,0.016353887272706785,0.006798262194330786,0.028954005078408153,8.0,,,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.000320546734553,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.0287503940037862,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.014954516291772,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.0540454775316577,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.0093249688600091,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.0044401763433732,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.0082328644383624,,,,original_eight,,,,1000.0,
G,cell_value,,,,,,,,,,,,,,0.0107621539781407,,,,original_eight,,,,1000.0,
G,cohort_mean,,,,,,,,,0.0010165583961656123,-0.0043062370524342974,0.0067624603429448996,8.0,,,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,-0.008166613615163,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,0.0072840934443889,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,0.0015654206497716,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,0.0172150349779619,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,-0.0007384087057018,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,-0.0101322874061252,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,0.0005828897827813,,,,original_eight,,,,3000.0,
G,cell_value,,,,,,,,,,,,,,0.0005223380414112,,,,original_eight,,,,3000.0,
G,cohort_mean,,,,,,,,,-0.0011532252435272872,-0.005188987611810387,0.0027625989193905,8.0,,,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,-0.0073983220153881,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,0.0034337962567168,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,-0.0001924388207656,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,0.0088547192733973,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,-0.0015313079786708,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,-0.0114307734525682,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,-0.0003762464528339,,,,original_eight,,,,5000.0,
G,cell_value,,,,,,,,,,,,,,-0.0005852287581058,,,,original_eight,,,,5000.0,
G,cohort_mean,,,,,,,,,-0.001945857544076325,-0.004586143396386463,-3.663899632174998e-05,8.0,,,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,-0.0038708408304152,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,0.0005371801042759,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,-0.0007614209021932,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,0.0011779880256053,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,-0.001100303212975,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,-0.010244113809197,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,-0.000602582400747,,,,original_eight,,,,15000.0,
G,cell_value,,,,,,,,,,,,,,-0.0007027673269644,,,,original_eight,,,,15000.0,
G,cohort_mean,,,,,,,,,-0.0015539047748715832,-0.003598162544150751,-0.0002646676937290372,8.0,,,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,-0.002196469114407,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,0.0001433981765856,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,-0.0005238748495932,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,-7.582975099616602e-05,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,-0.0006575798343124,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,-0.0082690870367257,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,-0.0004058419160348,,,,original_eight,,,,30000.0,
G,cell_value,,,,,,,,,,,,,,-0.000445953873489,,,,original_eight,,,,30000.0,
G,cohort_mean,,,,,,,,,0.08076497480246313,0.06851842303143572,0.09353257644041395,45.0,,,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0718513442958622,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1890675135874719,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.085141974725128,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1486812530076564,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1357452542948549,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0600358953960346,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0692281798862101,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0589180663620214,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0641611832951935,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0903091302552405,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1234088099635988,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0375403489480976,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.010677382360418,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0625661872225119,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0680416206977929,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0617971083001153,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0948407119505266,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0514401999836181,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0806422062806859,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0417454528877675,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1543272589030568,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1105915866748404,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0828954396575605,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0622834895927693,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1366606083035218,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0391527340526467,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0823378231938896,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1362939999393806,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0117789962220268,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1703227082921544,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0180398664566607,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0859003741681203,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0669200247304055,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0568764759496076,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.1260783217314058,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0646925298579692,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0882355275054128,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0389204009775681,,,,v661_disjoint,,,,300.0,
G,cell_value,,,,,,,,,,,,,,0.0673474469610866,,,,v661_disjoint,,,,300.0,
