seed,rate,step,validation_nmse,bound_fraction
2026100100,0.003,0,1.0933914505155649,0.0
2026100100,0.003,128,0.994585225478945,0.0
2026100100,0.003,256,0.9913863827127072,0.0
2026100100,0.003,384,0.9906026929183025,0.0
2026100100,0.003,512,0.9900484559874653,0.0
2026100100,0.003,640,0.9900416399183284,0.0
2026100100,0.003,768,0.9901405033948836,0.0
2026100100,0.003,896,0.989294753610939,0.0
2026100100,0.003,1024,0.9892346904378823,0.0
2026100100,0.003,1152,0.988920819305744,0.0
2026100100,0.003,1280,0.9886881378403503,0.0
2026100100,0.003,1408,0.9884985207217227,0.0
2026100100,0.003,1536,0.9881984776015185,0.0
2026100100,0.003,1664,0.9879914000404727,0.0
2026100100,0.003,1792,0.9878239966933343,0.0
2026100100,0.003,1920,0.987633522286367,0.0
2026100100,0.003,2048,0.9872994807376596,0.0
2026100100,0.003,2176,0.9870120319300172,0.0
2026100100,0.003,2304,0.986880516135639,0.0
2026100100,0.003,2432,0.9867408803345737,0.0
2026100100,0.003,2560,0.9864611805841834,0.0
2026100100,0.003,2688,0.9862210054094608,0.0
2026100100,0.003,2816,0.986064631885406,0.0
2026100100,0.003,2944,0.9860200658907625,0.0
2026100100,0.003,3072,0.985801016281996,0.0
2026100100,0.003,3200,0.9856365960470136,0.0
2026100100,0.003,3328,0.9855583008970341,0.0
2026100100,0.003,3456,0.9854341251545362,0.0
2026100100,0.003,3584,0.9846713561818913,0.0
2026100100,0.003,3712,0.9844577455658655,0.0
2026100100,0.003,3840,0.9842915607954048,0.0
2026100100,0.003,3968,0.983850537601882,0.0
2026100100,0.003,4096,0.9836351962980249,0.0
2026100100,0.003,4224,0.9834776163833332,0.0
2026100100,0.003,4352,0.9833220232746297,0.0
2026100100,0.003,4480,0.9832477462115241,0.0
2026100100,0.003,4608,0.9830398888680297,0.0
2026100100,0.003,4736,0.9826128108453623,0.0
2026100100,0.003,4864,0.9830746205747286,0.0
2026100100,0.003,4992,0.9823507163948041,0.0
2026100100,0.003,5120,0.9818061909941089,0.0
2026100100,0.003,5248,0.9817967508330789,0.0
2026100100,0.003,5376,0.9819191738247959,0.0
2026100100,0.003,5504,0.9813461627470045,0.0
2026100100,0.003,5632,0.9809818923859085,0.0
2026100100,0.003,5760,0.9807372059725431,0.0
2026100100,0.003,5888,0.9810683320613182,0.0
2026100100,0.003,6016,0.9805268220125682,0.0
2026100100,0.003,6144,0.9804095217032115,0.0
2026100100,0.003,6272,0.9797675761626747,0.0
2026100100,0.003,6400,0.9795384637242348,0.0
2026100100,0.003,6528,0.9795424697440088,0.0
2026100100,0.003,6656,0.9797331442371304,0.0
2026100100,0.003,6784,0.9794491019702487,0.0
2026100100,0.003,6912,0.9794249643465833,0.0
2026100100,0.003,7040,0.9787394535568178,0.0
2026100100,0.003,7168,0.9787011347427073,0.0
2026100100,0.003,7296,0.9786898424803326,0.0
2026100100,0.003,7424,0.9785169227355955,0.0
2026100100,0.003,7552,0.9775406303642263,0.0
2026100100,0.003,7680,0.9774301259887777,0.0
2026100100,0.003,7808,0.9771386847429727,0.0
2026100100,0.003,7936,0.977307505195228,0.0
2026100100,0.003,8064,0.9770628255042527,0.0
2026100100,0.003,8192,0.9764757686825989,0.0
2026100100,0.003,8320,0.976235064908947,0.0
2026100100,0.003,8448,0.9767674958965334,0.0
2026100100,0.003,8576,0.9760114301319168,0.0
2026100100,0.003,8704,0.9757200563824234,0.0
2026100100,0.003,8832,0.9760039721670105,0.0
2026100100,0.003,8960,0.9754883087326811,0.0
2026100100,0.003,9088,0.9754291555401203,0.0
2026100100,0.003,9216,0.9747627260306387,0.0
2026100100,0.003,9344,0.9745982767776019,0.0
2026100100,0.003,9472,0.974236833756376,0.0
2026100100,0.003,9600,0.9743002413372094,0.0
2026100100,0.003,9728,0.9739016981859352,0.0
2026100100,0.003,9856,0.9734094134713633,0.0
2026100100,0.003,9984,0.9736241388058919,0.0
2026100100,0.003,10112,0.9732261940936028,0.0
2026100100,0.003,10240,0.973435526500396,0.0
2026100100,0.003,10368,0.9727914212437038,0.0
2026100100,0.003,10496,0.9721441422622192,0.0
2026100100,0.003,10624,0.9725404670263392,0.0
2026100100,0.003,10752,0.9723977049672642,0.0
2026100100,0.003,10880,0.9715585895062767,0.0
2026100100,0.003,11008,0.9715460159696823,0.0
2026100100,0.003,11136,0.9714172904894316,0.0
2026100100,0.003,11264,0.9712465747436657,0.0
2026100100,0.003,11392,0.9707692730188336,0.0
2026100100,0.003,11520,0.9705347228473142,0.0
2026100100,0.003,11648,0.9702128583941926,0.0
2026100100,0.003,11776,0.9697622419529254,0.0
2026100100,0.003,11904,0.9696328897790951,0.0
2026100100,0.003,12032,0.9692672581456677,0.0
2026100100,0.003,12160,0.9689568753809908,0.0
2026100100,0.003,12288,0.9688481144469737,0.0
2026100100,0.003,12416,0.9689647921011334,0.0
2026100100,0.003,12544,0.9683243877080779,0.0
2026100100,0.003,12672,0.9680689861742268,0.0
2026100100,0.003,12800,0.9679702159090646,0.0
2026100100,0.003,12928,0.9678759867924293,0.0
2026100100,0.003,13056,0.9677747837971353,0.0
2026100100,0.003,13184,0.9672821925659931,0.0
2026100100,0.003,13312,0.9668530767079462,0.0
2026100100,0.003,13440,0.9668533807303629,0.0
2026100100,0.003,13568,0.9663390740661687,0.0
2026100100,0.003,13696,0.9658464514670407,0.0
2026100100,0.003,13824,0.9660190577207208,0.0
2026100100,0.003,13952,0.9653072450864632,0.0
2026100100,0.003,14080,0.9655169041299488,0.0
2026100100,0.003,14208,0.9647442960351928,0.0
2026100100,0.003,14336,0.9644815128368938,0.0
2026100100,0.003,14464,0.9645172309943639,0.0
2026100100,0.003,14592,0.9639714368781178,0.0
2026100100,0.003,14720,0.9636902041890191,0.0
2026100100,0.003,14848,0.9641757058476603,0.0
2026100100,0.003,14976,0.9632310562302409,0.0
2026100100,0.003,15104,0.9628823162119754,0.0
2026100100,0.003,15232,0.9627211760586462,0.0
2026100100,0.003,15360,0.9625910995070118,0.0
2026100100,0.003,15488,0.9623402118394022,0.0
2026100100,0.003,15616,0.9622484894438286,0.0
2026100100,0.003,15744,0.962214996352467,0.0
2026100100,0.003,15872,0.9618007924372128,0.0
2026100100,0.003,16000,0.9611119336597421,0.0
2026100100,0.003,16128,0.9607641725505609,0.0
2026100100,0.003,16256,0.9603266783481235,0.0
2026100100,0.003,16384,0.9605910935882154,0.0
2026100100,0.003,16512,0.9598251962321813,0.0
2026100100,0.003,16640,0.9597468172963602,0.0
2026100100,0.003,16768,0.9592097382209666,0.0
2026100100,0.003,16896,0.9593702387091252,0.0
2026100100,0.003,17024,0.9590622664228217,0.0
2026100100,0.003,17152,0.959041719463411,0.0
2026100100,0.003,17280,0.9583441873275611,0.0
2026100100,0.003,17408,0.9587683821204726,0.0
2026100100,0.003,17536,0.9576818903153052,0.0
2026100100,0.003,17664,0.9574331839124642,0.0
2026100100,0.003,17792,0.9570955474500106,0.0
2026100100,0.003,17920,0.9566529548616106,0.0
2026100100,0.003,18048,0.9564585230181591,0.0
2026100100,0.003,18176,0.9562424651210679,0.0
2026100100,0.003,18304,0.9557714096882226,0.0
2026100100,0.003,18432,0.9561017615356042,0.0
2026100100,0.003,18560,0.9552602541155121,0.0
2026100100,0.003,18688,0.9551759806785011,0.0
2026100100,0.003,18816,0.955782948553621,0.0
2026100100,0.003,18944,0.9543885028442746,0.0
2026100100,0.003,19072,0.9542591270851675,0.0
2026100100,0.003,19200,0.9537606614176827,0.0
2026100100,0.003,19328,0.9532059329857373,0.0
2026100100,0.003,19456,0.9532164443759218,0.0
2026100100,0.003,19584,0.9528690929436031,0.0
2026100100,0.003,19712,0.9522870900246431,0.0
2026100100,0.003,19840,0.9522791080026881,0.0
2026100100,0.003,19968,0.9518359162642729,0.0
2026100100,0.003,20096,0.9513664992622479,0.0
2026100100,0.003,20224,0.9513077818216674,0.0
2026100100,0.003,20352,0.9506353680643309,0.0
2026100100,0.003,20480,0.9503440150440694,0.0
2026100100,0.003,20608,0.9501863578525013,0.0
2026100100,0.003,20736,0.9496994834038754,0.0
2026100100,0.003,20864,0.9494645508782781,0.0
2026100100,0.003,20992,0.9491470165375314,0.0
2026100100,0.003,21120,0.9491122125342198,0.0
2026100100,0.003,21248,0.9483962807229712,0.0
2026100100,0.003,21376,0.9481409908605308,0.0
2026100100,0.003,21504,0.9479510630597248,0.0
2026100100,0.003,21632,0.9482242856679143,0.0
2026100100,0.003,21760,0.9474845276468616,0.0
2026100100,0.003,21888,0.9467294384822351,0.0
2026100100,0.003,22016,0.9465689042992115,0.0
2026100100,0.003,22144,0.9460921191635169,0.0
2026100100,0.003,22272,0.9456757836930767,0.0
2026100100,0.003,22400,0.9454556372132059,0.0
2026100100,0.003,22528,0.9450638593553837,0.0
2026100100,0.003,22656,0.944446875787893,0.0
2026100100,0.003,22784,0.9444318945031878,0.0
2026100100,0.003,22912,0.9436772670354429,0.0
2026100100,0.003,23040,0.9436811737046404,0.0
2026100100,0.003,23168,0.9432004986192272,0.0
2026100100,0.003,23296,0.9425437051495276,0.0
2026100100,0.003,23424,0.9425257771223851,0.0
2026100100,0.003,23552,0.9419507607282183,0.0
2026100100,0.003,23680,0.9417927394271876,0.0
2026100100,0.003,23808,0.9415710963522097,0.0
2026100100,0.003,23936,0.9410655935883271,0.0
2026100100,0.003,24064,0.9404090458065446,0.0
2026100100,0.003,24192,0.9402335466630303,0.0
2026100100,0.003,24320,0.9398128178853675,0.0
2026100100,0.003,24448,0.9395756333472995,0.0
2026100100,0.003,24576,0.9391205171787557,0.0
2026100100,0.003,24704,0.9387314135308504,0.0
2026100100,0.003,24832,0.9381564768758861,0.0
2026100100,0.003,24960,0.9380254789778153,0.0
2026100100,0.003,25088,0.9375765665518173,0.0
2026100100,0.003,25216,0.9376740925697318,0.0
2026100100,0.003,25344,0.9365688259156246,0.0
2026100100,0.003,25472,0.9364383324883669,0.0
2026100100,0.003,25600,0.9363816469828307,0.0
2026100100,0.003,25728,0.935386190851958,0.0
2026100100,0.003,25856,0.9351186698463713,0.0
2026100100,0.003,25984,0.9350446488843356,0.0
2026100100,0.003,26112,0.9347633123207133,0.0
2026100100,0.003,26240,0.9336687933648908,0.0
2026100100,0.003,26368,0.933512426465622,0.0
2026100100,0.003,26496,0.9333293827515209,0.0
2026100100,0.003,26624,0.9329087801985271,0.0
2026100100,0.003,26752,0.9325767858523882,0.0
2026100100,0.003,26880,0.9315390023927447,0.0
2026100100,0.003,27008,0.9313416882945319,0.0
2026100100,0.003,27136,0.9309368821186274,0.0
2026100100,0.003,27264,0.930331172864223,0.0
2026100100,0.003,27392,0.9301500712994818,0.0
2026100100,0.003,27520,0.9296011881843094,0.0
2026100100,0.003,27648,0.9289542383626043,0.0
2026100100,0.003,27776,0.9288115749993222,0.0
2026100100,0.003,27904,0.9285409013344537,0.0
2026100100,0.003,28032,0.9279032251527571,0.0
2026100100,0.003,28160,0.9281141952673452,0.0
2026100100,0.003,28288,0.9277890785464887,0.0
2026100100,0.003,28416,0.9271044472751635,0.0
2026100100,0.003,28544,0.92600618472683,0.0
2026100100,0.003,28672,0.9254079213419345,0.0
2026100100,0.003,28800,0.925406279906938,0.0
2026100100,0.003,28928,0.9247438572743687,0.0
2026100100,0.003,29056,0.9241487101833374,0.0
2026100100,0.003,29184,0.923851588084669,0.0
2026100100,0.003,29312,0.9234923406849421,0.0
2026100100,0.003,29440,0.9233938971896534,0.0
2026100100,0.003,29568,0.9222462171285611,0.0
2026100100,0.003,29696,0.9219611142202022,0.0
2026100100,0.003,29824,0.9216239460962482,0.0
2026100100,0.003,29952,0.9212788911964107,0.0
2026100100,0.003,30080,0.9209540040992472,0.0
2026100100,0.003,30208,0.9202195695687444,0.0
2026100100,0.003,30336,0.919612940566464,0.0
2026100100,0.003,30464,0.9188499532039628,0.0
2026100100,0.003,30592,0.9187281759080157,0.0
2026100100,0.003,30720,0.9179974412727273,0.0
2026100100,0.003,30848,0.9175146256602199,0.0
2026100100,0.003,30976,0.9170207041097533,0.0
2026100100,0.003,31104,0.9167200338443515,0.0
2026100100,0.003,31232,0.916494261067876,0.0
2026100100,0.003,31360,0.9161074102203907,0.0
2026100100,0.003,31488,0.9159002627642808,0.0
2026100100,0.003,31616,0.9145427144843158,0.0
2026100100,0.003,31744,0.914115724010073,0.0
2026100100,0.003,31872,0.9137199319305226,0.0
2026100100,0.003,32000,0.9129818759895343,0.0
2026100100,0.003,32128,0.9127590897415138,0.0
2026100100,0.003,32256,0.9122731341458252,0.0
2026100100,0.003,32384,0.9118415295972471,0.0
2026100100,0.003,32512,0.9113461052752797,0.0
2026100100,0.003,32640,0.9105254784736505,0.0
2026100100,0.003,32768,0.9098775918903553,0.0
2026100100,0.01,0,1.0933914505155649,0.0
2026100100,0.01,128,0.9901589587127965,0.0
2026100100,0.01,256,0.9899965017143224,0.0
2026100100,0.01,384,0.9887668734674671,0.0
2026100100,0.01,512,0.9878435883162261,0.0
2026100100,0.01,640,0.9877917016425891,0.0
2026100100,0.01,768,0.9870092692890821,0.0
2026100100,0.01,896,0.9855621607469999,0.0
2026100100,0.01,1024,0.9856066405876102,0.0
2026100100,0.01,1152,0.9840846288672892,0.0
2026100100,0.01,1280,0.9833980680917233,0.0
2026100100,0.01,1408,0.9828450806085688,0.0
2026100100,0.01,1536,0.9819114057288333,0.0
2026100100,0.01,1664,0.9812880888076818,0.0
2026100100,0.01,1792,0.9806654495653971,0.0
2026100100,0.01,1920,0.9795743123925075,0.0
2026100100,0.01,2048,0.9788461627874767,0.0
2026100100,0.01,2176,0.978073889355983,0.0
2026100100,0.01,2304,0.9773860161504349,0.0
2026100100,0.01,2432,0.9765664159332704,0.0
2026100100,0.01,2560,0.9757318570090125,0.0
2026100100,0.01,2688,0.9750148601313181,0.0
2026100100,0.01,2816,0.9745766781701161,0.0
2026100100,0.01,2944,0.9744808676813503,0.0
2026100100,0.01,3072,0.9727353588913384,0.0
2026100100,0.01,3200,0.9732394848739865,0.0
2026100100,0.01,3328,0.9710497982720027,0.0
2026100100,0.01,3456,0.9708517381645227,0.0
2026100100,0.01,3584,0.9693558966547112,0.0
2026100100,0.01,3712,0.9685582650731458,0.0
2026100100,0.01,3840,0.9681405820795246,0.0
2026100100,0.01,3968,0.9667395365680626,0.0
2026100100,0.01,4096,0.9664353665858199,0.0
2026100100,0.01,4224,0.9650841276685547,0.0
2026100100,0.01,4352,0.9642520199350652,0.0
2026100100,0.01,4480,0.9636906765056455,0.0
2026100100,0.01,4608,0.9624727344016252,0.0
2026100100,0.01,4736,0.9613707198616034,0.0
2026100100,0.01,4864,0.9611149031903914,0.0
2026100100,0.01,4992,0.959810328083303,0.0
2026100100,0.01,5120,0.9584359020394781,0.0
2026100100,0.01,5248,0.957849713127324,0.0
2026100100,0.01,5376,0.9567757659403416,0.0
2026100100,0.01,5504,0.9554542123570865,0.0
2026100100,0.01,5632,0.9546139568797707,0.0
2026100100,0.01,5760,0.9533700464664014,0.0
2026100100,0.01,5888,0.9533347006846944,0.0
2026100100,0.01,6016,0.95216835489217,0.0
2026100100,0.01,6144,0.9507264818192841,0.0
2026100100,0.01,6272,0.949200211176935,0.0
2026100100,0.01,6400,0.9479074061350736,0.0
2026100100,0.01,6528,0.946794274226067,0.0
2026100100,0.01,6656,0.9470692067880349,0.0
2026100100,0.01,6784,0.9454044980893461,0.0
2026100100,0.01,6912,0.9439319865745164,0.0
2026100100,0.01,7040,0.9431296041236436,0.0
2026100100,0.01,7168,0.9418354672273898,0.0
2026100100,0.01,7296,0.940036452114032,0.0
2026100100,0.01,7424,0.9402662723718083,0.0
2026100100,0.01,7552,0.9370981882179064,0.0
2026100100,0.01,7680,0.9358844898531767,0.0
2026100100,0.01,7808,0.9344805320662155,0.0
