seed,task,phase,optimizer,rule,rate,selected_rate,common_rate,best_step,validation_nmse,test_nmse,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture
101,ungated_independent,development,adam,exact,0.003,False,False,4096,0.016362191304345474,0.01623349008519632,0.9999999999999996,1.000000000000001,0.7087397063617152,0.988952345297453,1.0000000000000002,0.9999999999999994,0.7087397063617152,0.9889523452974528,0.9967595272720224,0.9958308534743235
101,ungated_independent,development,adam,exact,0.01,False,False,4096,0.0034992437795205054,0.0031419582443545572,1.000000000000002,0.999999999999996,0.6718245503958975,0.9988047610868391,1.0000000000000002,0.9999999999999998,0.6718245503958973,0.9988047610868388,0.9997201756153513,0.9996253658277574
101,ungated_independent,development,adam,exact,0.03,False,False,4096,0.00011419261614346601,9.713067255586557e-05,0.9999999999999997,1.0000000000000007,0.6681660455683704,0.9994673339448527,1.0,1.0,0.6681660455683702,0.999467333944853,0.9997115016858253,0.9997109659704693
101,ungated_independent,development,adam,unit_broadcast,0.003,False,False,4096,0.008532656217935133,0.008423984705032297,0.9999999999999981,1.0000000000000038,0.6701796092795391,0.9963066095974346,1.0,1.0,0.6701796092795393,0.9963066095974346,0.9987992605306979,0.9985151023663751
101,ungated_independent,development,adam,unit_broadcast,0.01,False,False,4096,0.0010837640420323733,0.0010097009056381932,1.0000000000000018,0.9999999999999966,0.6694227426933325,0.9989006446430182,0.9999999999999997,1.0000000000000007,0.6694227426933325,0.998900644643018,0.9996329742807171,0.999599569122091
101,ungated_independent,development,adam,unit_broadcast,0.03,False,False,4096,6.431137361107556e-05,5.532960793404071e-05,0.9999999999999997,1.0000000000000007,0.6677089438511297,0.9994641460257397,0.9999999999999999,1.0000000000000004,0.6677089438511297,0.9994641460257394,0.9998058774952716,0.9997835196795843
101,ungated_independent,development,adam,calibrated_broadcast,0.003,False,False,4096,0.010498975236375585,0.010438574837295534,1.0000000000000027,0.9999999999999947,0.6709992608299361,0.9956769835821109,0.9999999999999998,1.0000000000000004,0.6709992608299359,0.9956769835821111,0.9985766774228486,0.9982303517455949
101,ungated_independent,development,adam,calibrated_broadcast,0.01,False,False,4096,0.0016304784966409541,0.0015321677693079692,1.0000000000000018,0.9999999999999963,0.6694027024747607,0.9986969473529537,1.0000000000000002,0.9999999999999994,0.669402702474761,0.9986969473529538,0.9996006019444996,0.9995439222796528
101,ungated_independent,development,adam,calibrated_broadcast,0.03,False,False,4096,6.935958175633455e-05,6.0503880322222386e-05,1.000000000000002,0.9999999999999961,0.6679307681307133,0.9994062259581282,0.9999999999999999,1.0000000000000004,0.667930768130713,0.9994062259581278,0.9998001742011412,0.9997764371603547
101,ungated_independent,development,sgd,exact,0.03,False,False,4096,0.008319220421733641,0.0081942885526672,0.9999999999999996,1.0000000000000009,0.6667539864710401,0.9991014954071815,0.9999999999999999,1.0000000000000004,0.6667539864710401,0.999101495407181,0.9996112607164571,0.9994982811560502
101,ungated_independent,development,sgd,exact,0.1,False,False,4096,0.001820158231423688,0.0017150707022439173,0.999999999999998,1.0000000000000038,0.666464662414125,0.9989949788709862,0.9999999999999998,1.0000000000000004,0.6664646624141253,0.998994978870986,0.9995626692185038,0.9994730007801936
101,ungated_independent,development,sgd,exact,0.3,False,False,4096,0.0010586683114899374,0.0009365465205849354,1.0000000000000009,0.999999999999998,0.6676445471765998,0.9988698235430313,1.0000000000000002,0.9999999999999994,0.6676445471765996,0.9988698235430316,0.9995413185528559,0.9994419475594452
101,ungated_independent,development,sgd,unit_broadcast,0.03,False,False,4096,0.0030871778823286936,0.0028983874889091108,0.9999999999999979,1.0000000000000042,0.6680601783105825,0.9986536968986648,1.0,1.0,0.6680601783105824,0.9986536968986648,0.9994800666742579,0.9993809969637152
101,ungated_independent,development,sgd,unit_broadcast,0.1,False,False,4096,0.00038744432170778804,0.0003626440391592922,1.000000000000001,0.9999999999999977,0.6665811863668849,0.999350725606127,0.9999999999999998,1.0000000000000002,0.6665811863668849,0.999350725606127,0.9997157234048778,0.9996511238763862
101,ungated_independent,development,sgd,unit_broadcast,0.3,False,False,4096,2.8033004629483805e-05,2.4172635105772953e-05,0.9999999999999983,1.0000000000000033,0.6668854298288889,0.99956510752231,1.0000000000000002,0.9999999999999993,0.6668854298288885,0.9995651075223102,0.9998181035931893,0.9997812248561084
101,ungated_independent,development,sgd,calibrated_broadcast,0.03,False,False,4096,0.006902601847551039,0.006792111067166541,1.0000000000000033,0.9999999999999936,0.6638305770019889,0.9999287329952001,1.0,1.0,0.6638305770019888,0.9999287329952005,0.9999638146657016,0.9999538671232125
101,ungated_independent,development,sgd,calibrated_broadcast,0.1,False,False,4096,0.0016879417561865625,0.001580404824034856,0.9999999999999994,1.000000000000001,0.6657203628979158,0.9993693248487965,1.0,1.0,0.6657203628979161,0.9993693248487965,0.999710188991394,0.9996518486354898
101,ungated_independent,development,sgd,calibrated_broadcast,0.3,False,False,4096,0.001042530596184822,0.0009214365079891111,0.9999999999999987,1.0000000000000027,0.667515128042034,0.9990039882701647,1.0,1.0,0.6675151280420338,0.9990039882701646,0.9995895710075134,0.9994996057575929
101,gated_independent,development,adam,exact,0.003,False,False,4096,0.01919149412864213,0.017576568776252785,0.890906763438436,1.2412858700025708,0.5518623766928112,0.875378292085286,0.8947262890052237,1.2321072059889884,0.5492281566376915,0.8783536706511497,0.8185248211560339,0.8079131869805596
101,gated_independent,development,adam,exact,0.01,False,False,4096,0.0015199728788208421,0.0013779197144631302,0.9000759182597688,1.2193315545085917,0.5582668397294853,0.8988429711360194,0.9068341488324273,1.203328817634249,0.5564930323823639,0.9006427211931295,0.8650417561593432,0.8531824358313477
101,gated_independent,development,adam,exact,0.03,False,False,4096,0.0003133673342404581,0.00027489993847781645,0.895245316898984,1.2308635776953596,0.5484973462236922,0.8945437878665935,0.9391114222215798,1.1291299140054905,0.5545636315889212,0.8899577431554042,0.8671299176374128,0.8171170907878351
101,gated_independent,development,adam,unit_broadcast,0.003,False,False,4096,0.026576656853006402,0.02377181276290988,0.8876818951535385,1.2490717778211058,0.5324769189906093,0.881815435410316,0.9013431060169038,1.2163192421622964,0.5298399412315056,0.8856096369314312,0.8073165624261471,0.8309562911821003
101,gated_independent,development,adam,unit_broadcast,0.01,False,False,4096,0.0011906036726540524,0.001105783628606955,0.8993576106096021,1.2210414716812195,0.5479768239809507,0.8990585407442142,0.9162058403833415,1.181398265532837,0.5465848058085869,0.9009988683279212,0.864354120753674,0.8628924344182644
101,gated_independent,development,adam,unit_broadcast,0.03,False,False,4096,9.936308247263009e-05,9.379006132781478e-05,0.8965430648880259,1.2277579302429946,0.5448352947791867,0.896170944673069,0.9096217292869822,1.1967736100663906,0.5430550221125889,0.897569063308967,0.8656985996963236,0.8819976003985129
101,gated_independent,development,adam,calibrated_broadcast,0.003,False,False,4096,0.03656905610406243,0.03366454210437248,0.8822348155876147,1.2622964900675588,0.5271507085038755,0.8666232950806194,0.8917486258470768,1.2392587684536858,0.5263893383802325,0.8740381070553981,0.7865035536619109,0.8243601978309467
101,gated_independent,development,adam,calibrated_broadcast,0.01,False,False,4096,0.0018599411753750664,0.0017329338775539148,0.8999208595403603,1.2197005231433564,0.5488953398433601,0.8996107634195942,0.9090439155797632,1.19813017445284,0.5479407114608594,0.9009104871775702,0.8633665148909251,0.8578509914505429
