metric,seed,epoch,exact_minus_shared
test_accuracy,10200,1,0.0
test_accuracy,10200,2,-0.42999982833862305
test_accuracy,10200,3,-0.42999982833862305
test_accuracy,10200,4,10.670000314712524
test_accuracy,10200,5,-0.689995288848877
test_accuracy,10200,6,-0.3000020980834961
test_accuracy,10200,7,0.020003318786621094
test_accuracy,10200,8,-0.5400002002716064
test_accuracy,10200,9,-0.37999749183654785
test_accuracy,10200,10,-0.6099998950958252
test_accuracy,10200,11,-0.820004940032959
test_accuracy,10200,12,1.0200023651123047
test_accuracy,10200,13,0.12000203132629395
test_accuracy,10200,14,-0.7799983024597168
test_accuracy,10200,15,-0.3699958324432373
test_accuracy,10200,16,-0.06000399589538574
test_accuracy,10200,17,1.0000050067901611
test_accuracy,10200,18,0.23000240325927734
test_accuracy,10200,19,0.23000240325927734
test_accuracy,10200,20,0.20000338554382324
test_accuracy,10200,21,-0.3000020980834961
test_accuracy,10200,22,0.20999908447265625
test_accuracy,10200,23,0.0800013542175293
test_accuracy,10200,24,0.2400040626525879
test_accuracy,10200,25,0.26000142097473145
test_accuracy,10200,26,0.5100011825561523
test_accuracy,10200,27,0.09000301361083984
test_accuracy,10200,28,-0.04000067710876465
test_accuracy,10200,29,0.050002336502075195
test_accuracy,10200,30,-0.019997358322143555
test_accuracy,10200,31,-0.17000436782836914
test_accuracy,10200,32,-0.17000436782836914
test_accuracy,10200,33,-0.12000203132629395
test_accuracy,10200,34,-0.34999847412109375
test_accuracy,10200,35,-0.37999749183654785
test_accuracy,10200,36,0.26000142097473145
test_accuracy,10200,37,0.3300011157989502
test_accuracy,10200,38,0.26999711990356445
test_accuracy,10200,39,0.5299985408782959
test_accuracy,10200,40,0.5199968814849854
test_accuracy,10200,41,-0.4100024700164795
test_accuracy,10200,42,0.0599980354309082
test_accuracy,10200,43,0.1600027084350586
test_accuracy,10200,44,0.34000277519226074
test_accuracy,10200,45,0.40000081062316895
test_accuracy,10200,46,0.6399989128112793
test_accuracy,10200,47,0.6600022315979004
test_accuracy,10200,48,0.050002336502075195
test_accuracy,10200,49,0.18000006675720215
test_accuracy,10200,50,0.8400022983551025
test_accuracy,10200,51,-0.3099977970123291
test_accuracy,10200,52,-0.3099977970123291
test_accuracy,10200,53,-0.3899991512298584
test_accuracy,10200,54,0.2200007438659668
test_accuracy,10200,55,0.2200007438659668
test_accuracy,10200,56,1.139998435974121
test_accuracy,10200,57,0.98000168800354
test_accuracy,10200,58,0.98000168800354
test_accuracy,10200,59,1.4500021934509277
test_accuracy,10200,60,0.10000467300415039
test_accuracy,10200,61,1.510000228881836
test_accuracy,10200,62,0.2499997615814209
test_accuracy,10200,63,1.5600025653839111
test_accuracy,10200,64,1.0600030422210693
test_accuracy,10200,65,1.0699987411499023
test_accuracy,10200,66,0.6000041961669922
test_accuracy,10200,67,0.6000041961669922
test_accuracy,10200,68,0.6999969482421875
test_accuracy,10200,69,1.3499975204467773
test_accuracy,10200,70,0.6699979305267334
test_accuracy,10200,71,2.0700037479400635
test_accuracy,10200,72,3.470003604888916
test_accuracy,10200,73,2.6600003242492676
test_accuracy,10200,74,1.53999924659729
test_accuracy,10200,75,0.7600009441375732
test_accuracy,10200,76,2.1300017833709717
test_accuracy,10200,77,2.8100013732910156
test_accuracy,10200,78,3.450000286102295
test_accuracy,10200,79,4.369997978210449
test_accuracy,10200,80,2.5199949741363525
test_accuracy,10200,81,2.5199949741363525
test_accuracy,10200,82,4.259997606277466
test_accuracy,10200,83,2.549999952316284
test_accuracy,10200,84,3.220003843307495
test_accuracy,10200,85,4.070001840591431
test_accuracy,10200,86,5.329996347427368
test_accuracy,10200,87,4.809999465942383
test_accuracy,10200,88,6.290000677108765
test_accuracy,10200,89,4.7200024127960205
test_accuracy,10200,90,4.820001125335693
test_accuracy,10200,91,3.2100021839141846
test_accuracy,10200,92,4.610002040863037
test_accuracy,10200,93,3.579998016357422
test_accuracy,10200,94,3.579998016357422
test_accuracy,10200,95,3.579998016357422
test_accuracy,10200,96,6.720000505447388
test_accuracy,10200,97,5.619996786117554
test_accuracy,10200,98,9.279996156692505
test_accuracy,10200,99,7.080000638961792
test_accuracy,10200,100,6.729996204376221
test_accuracy,10200,101,5.570000410079956
test_accuracy,10200,102,7.150000333786011
test_accuracy,10200,103,6.5400004386901855
test_accuracy,10200,104,8.66999626159668
test_accuracy,10200,105,8.560001850128174
test_accuracy,10200,106,6.099998950958252
test_accuracy,10200,107,10.119998455047607
test_accuracy,10200,108,6.679999828338623
test_accuracy,10200,109,10.759997367858887
test_accuracy,10200,110,11.119997501373291
test_accuracy,10200,111,9.279996156692505
test_accuracy,10200,112,6.470000743865967
test_accuracy,10200,113,8.899998664855957
test_accuracy,10200,114,9.759998321533203
test_accuracy,10200,115,7.060003280639648
test_accuracy,10200,116,6.90000057220459
test_accuracy,10200,117,6.90000057220459
test_accuracy,10200,118,8.119994401931763
test_accuracy,10200,119,11.819994449615479
test_accuracy,10200,120,9.890002012252808
test_accuracy,10200,121,11.699998378753662
test_accuracy,10200,122,9.50000286102295
test_accuracy,10200,123,9.50000286102295
test_accuracy,10200,124,10.659998655319214
test_accuracy,10200,125,12.959998846054077
test_accuracy,10200,126,11.809998750686646
test_accuracy,10200,127,9.620004892349243
test_accuracy,10200,128,7.940000295639038
test_accuracy,10200,129,11.52999997138977
test_accuracy,10200,130,9.669995307922363
test_accuracy,10200,131,9.129995107650757
test_accuracy,10200,132,13.459998369216919
test_accuracy,10200,133,13.390004634857178
test_accuracy,10200,134,12.090003490447998
test_accuracy,10200,135,11.800003051757812
test_accuracy,10200,136,12.160003185272217
test_accuracy,10200,137,10.64000129699707
test_accuracy,10200,138,12.990003824234009
test_accuracy,10200,139,10.540002584457397
test_accuracy,10200,140,13.819998502731323
test_accuracy,10200,141,13.840001821517944
test_accuracy,10200,142,14.02999758720398
test_accuracy,10200,143,9.220004081726074
test_accuracy,10200,144,13.980001211166382
test_accuracy,10200,145,11.720001697540283
test_accuracy,10200,146,13.690000772476196
test_accuracy,10200,147,13.289999961853027
test_accuracy,10200,148,14.219999313354492
test_accuracy,10200,149,13.70999813079834
test_accuracy,10200,150,10.920000076293945
test_accuracy,10200,151,13.71999979019165
test_accuracy,10200,152,13.300001621246338
test_accuracy,10200,153,13.429999351501465
test_accuracy,10200,154,13.660001754760742
test_accuracy,10200,155,12.650001049041748
test_accuracy,10200,156,12.870001792907715
test_accuracy,10200,157,13.579994440078735
test_accuracy,10200,158,12.110000848770142
test_accuracy,10200,159,12.850004434585571
test_accuracy,10200,160,13.539999723434448
test_accuracy,10200,161,11.100000143051147
test_accuracy,10200,162,10.7200026512146
test_accuracy,10200,163,10.199999809265137
test_accuracy,10200,164,14.069998264312744
test_accuracy,10200,165,10.479998588562012
test_accuracy,10200,166,12.389999628067017
test_accuracy,10200,167,12.389999628067017
test_accuracy,10200,168,12.239998579025269
