cohort,run_dir,config_index,seed,regime,mechanism,method,transport,depth,branch_factors,signal_delta,train_gain_sigma,test_gain_sigma,total_parameters,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars,config_sha256,final_sha256,fallback_mentions,nonfinite_alert,train_accuracy,valid_accuracy,test_accuracy,train_auc,valid_auc,test_auc,train_categorical_loglikelihood,valid_categorical_loglikelihood,test_categorical_loglikelihood,source,architecture,credit,reference_depth
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,4,10204,rewired_tree,shunting,bp,backpropagation,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,c79796cfef53af2f06e33ac097216dae4bb020e51133a59710de33771c71f34d,1f33debf969753e78ef3764083855c9e48ebe00e441e5bd4404350cb0c3182ff,0,False,0.6268999577,0.6125000119,0.6014999747,0.6725210547,0.6571134329,0.6470709443,-0.6470072269,-0.6540394425,-0.6590500474,frozen_reference,serial_tree,full_bp,1
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,5,10205,rewired_tree,shunting,bp,backpropagation,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,b3aa0977505f791d883ac64c74f938c47ca179829008719993046a993872b89f,07401d2ebe4a14ce4ad8651b5faa7471eab89bd037432244f4e4e83017adeb25,0,False,0.6154999733,0.6046999693,0.6128000021,0.6649491787,0.6473445296,0.6582759619,-0.6495980024,-0.6587498784,-0.6535643935,frozen_reference,serial_tree,full_bp,1
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,6,10206,rewired_tree,shunting,bp,backpropagation,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,def4c960258b53c739aec170488defd158dbbef7811765a2a5ba942c191a2a44,5f65898f1a16415be934660103cfa84e9ddc6fac484abf4c2329afdc81f9a980,0,False,0.6132000089,0.6114999652,0.6110000014,0.6591398716,0.6540203094,0.6568519473,-0.6522949338,-0.655436337,-0.6539498568,frozen_reference,serial_tree,full_bp,1
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,7,10207,rewired_tree,shunting,bp,backpropagation,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,b75b026dde1910ad15fd1881da2affffeaabdcf3ca424376da3e44bf1ed57fa1,dad51889f972e643b547dcfe0503125e68c5fce9c9c2ba4bba03a0f56917256b,0,False,0.6225999594,0.6179000139,0.6107999682,0.6645527482,0.6626244783,0.6517604589,-0.6498929858,-0.6503674388,-0.6573423743,frozen_reference,serial_tree,full_bp,1
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,8,10208,rewired_tree,shunting,bp,backpropagation,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,b132ea1b6802e6fb0e70a5e0d408aa495cf87470969ce2069a9b18bd885024db,019a3a6f130096d01ed54f6421467207cba37816ad40aed0718e26e373791297,0,False,0.619599998,0.6121999621,0.6139000058,0.6673029065,0.651145637,0.6559790969,-0.6489495635,-0.6574623585,-0.6548507214,frozen_reference,serial_tree,full_bp,1
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,9,10209,rewired_tree,shunting,bp,backpropagation,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,20b750c79d46d46ec80fb006d1804a58d0086fb3db5c21992343546bd8417228,0170cce3fe0713c2cc98760c8f8a7fc71b0df2fcc41709c806025d130889ad28,0,False,0.6202999949,0.6157000065,0.6055999994,0.6597377062,0.6557936072,0.6532636285,-0.6532344818,-0.6545788646,-0.6554161906,frozen_reference,serial_tree,full_bp,1
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,10,10200,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,5a3b791dca1a4488464e9f87cbaf1862ceaa277bd921f63a36e6188ad7be431b,501239cef82ab7f2d30e8b59cde6348c94cac8300084dde743a47b00f137bec9,0,False,0.6049000025,0.6079999804,0.5997999907,0.651647985,0.651479423,0.640547514,-0.6571269631,-0.6575656533,-0.6623530984,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,11,10201,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,6265cb997cf96f6db185421ba84a26eda8a355a6c12ea31a3db5f802317032dc,d060ee82c763568f3d7d92797670bbb6b5a62cb9543c61715f6fcac94420c075,0,False,0.6194999814,0.6078999639,0.6108999848,0.6644668579,0.6459035873,0.6485547423,-0.6522412896,-0.661023438,-0.6600504518,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,12,10202,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,e14f8f322ea86b671e157231830fccda278b7a7595c48e20aa2c017d364bd736,a6b7f9e213199625a03d5f8c8bf8b82e128460dccc17816786877495edc851d8,0,False,0.6093999743,0.6132000089,0.6147999763,0.652256906,0.6469283104,0.6493541598,-0.6576467752,-0.6600325108,-0.6591884494,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,13,10203,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,e5072b654dd5884e1bff918d9fe63b1fb8253a6bdc624d86b644cd2c424ad1f6,3e1f6ec82bdc248cbda29feefa5f3b95d427dcef65de084f4130e9bd6690441e,0,False,0.6214999557,0.6153999567,0.6062999964,0.6601358652,0.6547407508,0.6439013481,-0.6550712585,-0.6577805281,-0.6619897485,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,14,10204,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,69fb2140a2f5b359c295b5f29d044d23b666c5c52767bf004f32475cb2fb5893,6f6cc6fa3b20f347e1323a3046e143579a2727a8b3a60f19eecce4df2d0ce1bf,0,False,0.6225000024,0.6046999693,0.5961999893,0.6653665304,0.647238791,0.6365122199,-0.652926743,-0.6607245803,-0.6652194262,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,15,10205,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,f98028e2955d0662d81d087be2a33d799c185e1c44c23b87b6d5aa09e4d64d0e,5a5899cdaa2e6ce448e0f7d8d533c3ba975ab40229a354f508aec79068aee3c5,0,False,0.6054999828,0.5934000015,0.6110000014,0.6533210278,0.6358177066,0.6505000591,-0.6582807302,-0.665030539,-0.6587634087,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,16,10206,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,529cf7b9d73e52a81c8cb6458d5fb4f04bc8aeb973928f05d7367ff27c08302f,864439d00bbc18c5ffb8118ef2f875ba8ba8d0ff4f779ea8f823e798ac02a262,0,False,0.6054999828,0.6056999564,0.6053999662,0.6477068663,0.6415690184,0.6446409822,-0.658946991,-0.6601317525,-0.6591524482,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,17,10207,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,138ddd28f51475ed336c8ed670f44c9f1d3c284743f3b91db33314a1c0b44c54,e43ea0381ac98b2753e0374dabad4756130a70c3d1ae704f306dd069e6bc090f,0,False,0.6133999825,0.6114000082,0.6071000099,0.6569681764,0.6540950537,0.6406108737,-0.655621767,-0.656550467,-0.6643208861,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,18,10208,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,908b754f61fd7247fcd21bf00dc1171fa36c8845b8541b903f69b82585e004e5,2f717c385b48cb3b4cf5177339b3ae1b754133b3e4a13f3fa3542a7eda13297f,0,False,0.6140999794,0.6035000086,0.6047999859,0.6593684554,0.6412687898,0.6438896656,-0.6546709538,-0.6639894247,-0.6624640822,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,19,10209,rewired_tree,shunting,bp,backpropagation,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,81a5e4ae2e06aead8441058bc9443505cd2e82d62ea8c81ebd4e58470bc8f309,ba18c843eaa27219262bc819ee9ff8206c7bc031f2d9174966072e5126d93b9c,0,False,0.6096999645,0.6078999639,0.6018999815,0.6490541101,0.6428340673,0.6430207491,-0.6605055928,-0.6625600457,-0.6622303128,frozen_reference,serial_tree,full_bp,2
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,20,10200,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,42e7474ece5078bacbf0269ab8b8b54da8811491b9eaea7470b82096c53cb8ce,561c7859b660522075a57638bea0b7c6f7052e84246a085b67fba2f976e988ed,0,False,0.6051999927,0.6092999578,0.6038999557,0.6477012038,0.6516304612,0.6455494165,-0.6584521532,-0.6573368311,-0.6607736349,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,21,10201,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,2acfcfd10bb46251a49cfb5fbf0c2b8753cec5869f5e972fe0ac606ebe630781,98c6bc65105df1f9d481dc7055cd799ffecf6724629483c2da7dc368f2a5a878,0,False,0.6157999635,0.6115999818,0.6143999696,0.6626310945,0.6499676108,0.6534156799,-0.6526239514,-0.6594635844,-0.6574367285,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,22,10202,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,3068214dd1c6015a28b9a0f207225f5e0cc48a4b9a1ea214d1a5d7d54d268638,a6d508b9bdb1442306112514d74c77e8979bd0daea6cf7a22052c4e75391e3ee,0,False,0.6171000004,0.6147999763,0.6218999624,0.6553323865,0.6528200507,0.6577516794,-0.6564795971,-0.6573035121,-0.6559610963,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,23,10203,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,44bbcfe700a16e87ce83a429af21f4d9e22effbba9ed99d2cb8b465c1109e17e,58a8502e56cc1db9fc42ffe9728b24cd623f8d8b067605a6212d784e9ea10736,0,False,0.6162999868,0.6186999679,0.6036999822,0.6581090689,0.6589742899,0.6441851258,-0.6550053954,-0.6555397511,-0.661354959,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,24,10204,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,4d47db482187be217d457ef6141e5fd67c92c8684e9dcce808699c2037f69cac,d97ed38e96afde2c5801e2a909f7f959f89a18cdfb8789144172d02af68db7ba,0,False,0.6258000135,0.6058999896,0.5950999856,0.6652981639,0.6475753784,0.6386381984,-0.65226686,-0.6600930691,-0.6639416814,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,25,10205,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,59076a21c547cbeedf42f3c02164a969c8d0c58a9095279b8208cf9ebe83c70e,c03ecab0d93542c9a1b2954d862d379a254d44b46ba6cb1d071f3f8ab55325d2,0,False,0.6067000031,0.595699966,0.6105999947,0.6517313719,0.638804853,0.6511538625,-0.6579525471,-0.6635084748,-0.6577199101,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,26,10206,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,070bea7df675501445a485fabe9cfdf5c5f4563caf856af2cc02a6e98ade3cf2,d5238b8b0bf1796bfc2b0c4f69de0847193bcb1652d8bc67f1ba145a182c6340,0,False,0.6092999578,0.6092999578,0.6061999798,0.6475634575,0.6487517357,0.6523752809,-0.6597258449,-0.6583349109,-0.6571491957,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,27,10207,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,ebe22c518917dbdf1fb3a262edfb48387fea2715325e84ddbf378f63df736bba,0aca495300b3b58eefdeb81554b405699f0d97d7863fb531fc7fa540ab6d772b,0,False,0.6115999818,0.605799973,0.6036999822,0.6544584632,0.654509604,0.6431683302,-0.6559436321,-0.6560091376,-0.6624295115,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,28,10208,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,1a427e091e1b36f30cebc9cf317cc537efb7dc941d6479729e75344be3f57a9b,a2303ff8f337797db7f68e22c6fe4ca869241ea0087d392885e5704dcc6c057b,0,False,0.6115999818,0.6078999639,0.6044999957,0.6610124111,0.6465398669,0.6458949447,-0.6532794833,-0.6614425778,-0.660964489,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_bp_20260812121000,29,10209,rewired_tree,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,6ce9fb90747e4b2eda8b1a8ee41efdfba0271eca228c2b4408054bb62150732c,557e9f81f570517c8d7bb8efb42c85331dddb2508e8fb98ee127c15e8a41aa47,0,False,0.608799994,0.6040999889,0.6028000116,0.649879396,0.6426458359,0.6461495757,-0.6595779657,-0.6619223356,-0.6606270075,frozen_reference,serial_tree,full_bp,3
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,0,10200,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,2250f3e106228b5913f614ddcf4435b3bf7fb9ac3ee76196f0efec4721b10353,4446df44d34a0d88d276d7c2d40127a4244b7eb4d9f5d2e2d4f2441e32020275,0,False,0.6114000082,0.6089000106,0.6074000001,0.6616472006,0.6595813036,0.6509030461,-0.6513666511,-0.6521990895,-0.6564832926,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,1,10201,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,77f254f7d0f1fa0c942e4348fe6b79b9afca06664d67d7be914ce142cdaba933,2f56bfb1166e8518eb1876a36b77f157122616b1d4ce3c305d77069d747e53ba,0,False,0.6238999963,0.6121999621,0.6150000095,0.6735193729,0.6566596031,0.6568891406,-0.6449686885,-0.6542034149,-0.6543449163,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,2,10202,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,e2d85fad6ec5cd86876e2df82b2dbb18874085745a4b4b83d2626bc999bdb99a,055d41b57ff07919d40c09f10088dec887662a00db23145e458bbd3f8b4f33cf,0,False,0.6158999801,0.6130999923,0.6175999641,0.6655857563,0.656082809,0.6567315459,-0.6487316489,-0.6547117233,-0.6550682187,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,3,10203,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,60f7e27f46fdb12affa984c8a8f05fa3d7f6be34e3497a9ff225941b763134f9,966a0c5a4474ad09b6e65427a021e168046fc3a2de53015eba3fc43167e22b8a,0,False,0.6237999797,0.6190999746,0.6108999848,0.6667222977,0.6611267924,0.652005434,-0.6493389606,-0.6528010368,-0.6565589905,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,4,10204,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,d3f8af4e3a1b6d705f1bce8d0aff991bbaf95d34b571cc1200fc68d2d80850c9,108bd5fe2594a39d94f028b9fb0e598cfc95ef5fb3b968f62405410a4048f2dd,0,False,0.6265000105,0.6108999848,0.600300014,0.6711921096,0.6551243067,0.6444135308,-0.6478137374,-0.655143261,-0.6600158215,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,5,10205,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,cb4081a49a856b05ba973b82c2ed281d39ba2ac139b3aa6c25c84d7702a68371,95a1539dc96ebb1d454ace1b0c5cdeb0dc7d5d673a79040386b8e077dff56c3d,0,False,0.6130999923,0.6037999988,0.6108999848,0.6635372639,0.6452349424,0.6568303108,-0.6504926085,-0.6595306993,-0.6541975737,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,6,10206,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,e32cdd7617b78654eb2b5dd3d330e5c83ef60b67f9a570a4ca165fb80df45751,b3cfe6a618acc471da855e073ff1eba3aadea294143d18cf9ba1f165c0e8c9de,0,False,0.6119999886,0.6107000113,0.6089999676,0.6575314403,0.6516079307,0.654696703,-0.6532765031,-0.6566050649,-0.6552538872,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,7,10207,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,6cc0ce4782513efe80c0aa024f3abec2bca3edffad787e2a3d27b113b7e2ad0e,cbb7c921a9209e1e8c9d4d2cc049308006180024ee32e281c599f63e36386524,0,False,0.6230999827,0.6153999567,0.6089000106,0.6631982327,0.6613331437,0.6506833434,-0.6507201195,-0.6512800455,-0.6576041579,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,8,10208,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,5714eee32f284ee4ad090873ba47c3d523122c21a4e5fb2a705fc1bc22271e1b,e9c3c16b686327631fa61c3437b7d8efbb84fb5bd6d4704a9d4f636c1bff97db,0,False,0.6180999875,0.6125000119,0.6151999831,0.6681776643,0.651481986,0.6574525237,-0.6481044888,-0.657555759,-0.654135108,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,9,10209,rewired_tree,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,f58f9862f8773f30e68abdfd551f0cb10e13b1adef993292a0844967a8a4a60e,fa340f4fedf69807da7c17cd5a430eebda1c628a88d56be49b539a1739e511c6,0,False,0.6173999906,0.6139000058,0.6071999669,0.6583356261,0.6533536911,0.6516844034,-0.654024601,-0.6558134556,-0.6563436985,frozen_reference,serial_tree,local_shared,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,10,10200,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,5f610a4f884bac1b08d1fed20bf1aea2d45aad9a9c15e6fc2491993aa10fb533,18e0bb41bab34a7146dfa95a1ee1f209894ad023744af7f21bf1f22573e0e330,0,False,0.611199975,0.6092000008,0.6075999737,0.6616199017,0.6596975327,0.6510487795,-0.6513788104,-0.652161479,-0.6564210057,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,11,10201,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,003414c5d7f4ec685d865b624a1b0912fb3c022dadaee65743538e1714fd3d44,7be1dee52ff8cf8423d96680a97d2d95a63952da764d3ed9a2473d5661382cbd,0,False,0.6234999895,0.613599956,0.6148999929,0.6732704043,0.6566764116,0.6565599442,-0.6451442242,-0.654163301,-0.6544693708,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,12,10202,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,5725b94b3bc6d1e15284340eb171a2362114e4cd8ffe56773317340801c869da,393a562e1576c12bfac31d73be2f5a2a62bcb1edca4bbe61739b0fe302be75af,0,False,0.6152999997,0.6132000089,0.6173999906,0.6656178236,0.656062305,0.6567646265,-0.6487127542,-0.6547304392,-0.6550587416,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,13,10203,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,8cbc46ffabd27618c6b460a6b20bcf2c055ebb53679a1fee47567ab2f1439edb,7021991efe35700e9c167850987344b67ee46019460194d07de38b504948fc6c,0,False,0.6243000031,0.6176999807,0.6110999584,0.6666097045,0.6611582637,0.6518952847,-0.6493450999,-0.6528404355,-0.6565890908,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,14,10204,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,c66a6ef807f09119210be88a73cbe767e406b8e2521e12540a360d22cbaf69f5,b1cf660c3fc699ccc969b01d36fe17bb68b92339c6d9aab72a3946de713d9391,0,False,0.6286999583,0.6112999916,0.6001999974,0.6712180972,0.6549946666,0.6442821622,-0.6477815509,-0.6551101804,-0.6600467563,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,15,10205,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,c8dc55e4618012021614040e3f7094099838c35de98aa49b3f546b3baf2f85bf,8326ffc635ee257358e30d9af16acfa8befd5f1ff26ef972e21b5929c0e353e9,0,False,0.6140999794,0.6042000055,0.6107000113,0.6635555029,0.645175457,0.6568228006,-0.6504834294,-0.6595203876,-0.6541802287,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,16,10206,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,f84200a8449706379d4fbc3ded24568d946f395e3d908d1fa915ceff8ce38cf7,5422c18aa50ebf6ae2eef72e91de08d74b342a64a0790799a14ea00b7031ae16,0,False,0.6103000045,0.6092999578,0.6096000075,0.6574361324,0.6514682174,0.654469192,-0.6532407403,-0.6566379666,-0.655210197,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,17,10207,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,3121615af270ab3d28bfea8bbebeaab6d887bae40d3dd7558f88c2b02743efd0,fd1f4a69c4ff6a01530598115133d0f41574804605a9d280f2ae0b65585773f6,0,False,0.6222999692,0.6152999997,0.6094999909,0.6631789804,0.6613612771,0.6507775187,-0.6507456899,-0.6512787938,-0.6575752497,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,18,10208,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,af714b0ac84f57df143a21115a24f71d54eb3f9e5756d4387ce7aab7ab45582b,f4296dabbf1778ccb95b5938cdadcfa6e95a9e9bdb797c8e05bb50dec27e4d69,0,False,0.6182999611,0.6096000075,0.613599956,0.667323947,0.6511377692,0.6560188532,-0.6487415433,-0.6574939489,-0.6547951102,frozen_reference,serial_tree,local_path,1
rewired_tree_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_rewired_tree_shunting_local3f_20260812121000,19,10209,rewired_tree,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,6cf5c98a28430156e9f53d6ea322b7142ec1342f4aa80db4872cd18c8e913587,c2c09da14db0d83d9d6821638638ef30c51fb55f2fee4a0f7068f927ede71642,0,False,0.618900001,0.613599956,0.60649997,0.6583286524,0.6534785032,0.6518098712,-0.6540241241,-0.6557557583,-0.6563060284,frozen_reference,serial_tree,local_path,1
