family,task,core,strategy,feedback,routing,topology,depth,branch_factors,non_somatic_compartments_per_soma,inhibitory_synapses_per_branch,n_seeds,mean_accuracy,ci95_low,ci95_high,total_parameters,active_synapses,mean_duration_seconds,mean_peak_memory_bytes
fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,random,1,16,16,20,10,0.9271699786186218,0.9261799812316894,0.9282999753952026,130570,122880,196.5,2293679104.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,random,2,4x4,20,16,10,0.9197999775409699,0.9187899887561798,0.9210199773311615,132106,122880,230.7,2318404608.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,random,3,2x2x4,22,15,10,0.9163599848747254,0.9149299739301205,0.9178399860858917,133898,123904,253.4,2332895232.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,random,4,2x2x2x2,30,11,10,0.9134599804878235,0.9123097188770771,0.9146499812602997,135946,122880,291.6,2380929024.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,random,1,16,16,20,10,0.8350899815559387,0.8311099767684936,0.8393599808216095,130570,122880,191.1,2293661696.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,random,2,4x4,20,16,10,0.7774199783802033,0.7717199862003327,0.7829802267253398,132106,122880,219.2,2319366144.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,random,3,2x2x4,22,15,10,0.7777499914169311,0.7688599944114685,0.7859902435541153,133898,123904,247.8,2331036672.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,random,4,2x2x2x2,30,11,10,0.7558799862861634,0.7451399862766266,0.7674099804461002,135946,122880,278.4,2378800128.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,random,1,16,16,20,10,0.9243999779224396,0.9235099792480469,0.9251999796926975,130570,122880,193.5,2293661696.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,random,2,4x4,20,16,10,0.9183999717235565,0.9175499737262726,0.9193099617958069,132106,122880,227.6,2319366144.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,random,3,2x2x4,22,15,10,0.9170099675655365,0.9165199637413025,0.9176799654960632,133898,123904,254.1,2332085248.0
fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,random,4,2x2x2x2,30,11,10,0.9138399720191955,0.9127799808979035,0.9149702244997024,135946,122880,278.5,2379922432.0
fixed_budget,noise_resilience,dendritic_additive,standard,backprop,correct,random,1,16,16,20,10,0.9271699786186218,0.9261699855327606,0.9282899737358093,130570,122880,171.4,2226330112.0
fixed_budget,noise_resilience,dendritic_additive,standard,backprop,correct,random,2,4x4,20,16,10,0.9197999775409699,0.9187999725341797,0.9210199773311615,132106,122880,230.0,2246846976.0
fixed_budget,noise_resilience,dendritic_additive,standard,backprop,correct,random,3,2x2x4,22,15,10,0.9163599848747254,0.9148999810218811,0.9178199946880341,133898,123904,243.5,2257136128.0
fixed_budget,noise_resilience,dendritic_additive,standard,backprop,correct,random,4,2x2x2x2,30,11,10,0.9134599804878235,0.9123299776017666,0.9146499752998352,135946,122880,225.0,2298161664.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,random,1,16,16,20,10,0.9418199717998504,0.9410199701786042,0.9428299607336521,130570,122880,213.5,3084371456.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,random,2,4x4,20,16,10,0.9398899793624877,0.9391299784183502,0.9406299769878388,132106,122880,248.8,3109621248.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,random,3,2x2x4,22,15,10,0.9387299835681915,0.9374899744987488,0.9399799883365632,133898,123904,279.4,3124324864.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,random,4,2x2x2x2,30,11,10,0.9363699615001678,0.9357899606227875,0.9369799673557282,135946,122880,319.1,3173399040.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,random,1,16,16,20,10,0.8364499747753144,0.8324697202444077,0.8401599764823914,130570,122880,204.2,3084354048.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,random,2,4x4,20,16,10,0.797079986333847,0.7913199780881405,0.8024799942970275,132106,122880,238.5,3109599744.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,random,3,2x2x4,22,15,10,0.7697299778461456,0.758789980262518,0.7798202386498452,133898,123904,264.5,3123842560.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,random,4,2x2x2x2,30,11,10,0.7607699811458588,0.7496699929237366,0.7712999701499939,135946,122880,300.8,3173732659.2
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,random,1,16,16,20,10,0.9350399732589721,0.9341299712657929,0.9358599781990051,130570,122880,206.4,3084354048.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,random,2,4x4,20,16,10,0.932919979095459,0.9325299739837647,0.9333499848842621,132106,122880,239.5,3109599744.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,random,3,2x2x4,22,15,10,0.9307099759578705,0.9296099901199341,0.931719970703125,133898,123904,275.2,3124039168.0
fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,random,4,2x2x2x2,30,11,10,0.9257599830627441,0.9245299756526947,0.9269299864768982,135946,122880,308.3,3174809088.0
fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,correct,random,1,16,16,20,10,0.9418199717998504,0.9410199701786042,0.9428199648857116,130570,122880,178.0,3014859264.0
fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,correct,random,2,4x4,20,16,10,0.9398899793624877,0.9391099870204925,0.9406199812889099,132106,122880,308.2,3035376128.0
fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,correct,random,3,2x2x4,22,15,10,0.9387499809265136,0.9374799787998199,0.9400499939918519,133898,123904,224.9,3045665280.0
fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,correct,random,4,2x2x2x2,30,11,10,0.936359965801239,0.9357699632644654,0.9369699656963348,135946,122880,240.0,3086666240.0
inhibition,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,0,10,0.9205899715423584,0.9193599760532379,0.9218399703502655,1411850,71680,183.2,1070918656.0
inhibition,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,5,10,0.9377799808979035,0.9361599802970886,0.9394799709320069,2816778,80640,212.8,1301828198.4
inhibition,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,10,10,0.9400499761104584,0.938919973373413,0.9409499824047088,2816778,89600,206.7,1301818368.0
inhibition,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,20,10,0.9389899849891663,0.9378599882125854,0.9400799870491028,2816778,107520,206.6,1301788876.8
inhibition,noise_resilience,dendritic_additive,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,40,10,0.9376899778842926,0.9364399790763855,0.9389399826526642,2816778,143360,205.6,1301788876.8
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,0,10,0.779069983959198,0.7752899825572968,0.7824699759483338,1411850,71680,187.2,1070903296.0
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,5,10,0.7889599740505219,0.7851399718225003,0.7928899824619293,2816778,80640,204.5,1301861990.4
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,10,10,0.7893999874591827,0.7796699941158295,0.797599983215332,2816778,89600,202.5,1301852160.0
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,20,10,0.8076499879360199,0.802129989862442,0.813129985332489,2816778,107520,200.5,1301803008.0
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,40,10,0.8154299795627594,0.8034897212684154,0.8265699863433837,2816778,143360,200.6,1301842329.6
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,0,10,0.9256399750709534,0.9246299743652344,0.9268599689006806,1411850,71680,182.1,1070903296.0
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,5,10,0.9276199817657471,0.9262199819087982,0.9290799796581268,2816778,80640,204.4,1301783347.2
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,10,10,0.933519983291626,0.9324299812316894,0.9345799863338471,2816778,89600,204.2,1301812838.4
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,20,10,0.9325399696826935,0.931579977273941,0.9334999680519104,2816778,107520,205.5,1301812838.4
inhibition,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,40,10,0.9328199744224548,0.9322599709033966,0.9334199726581573,2816778,143360,203.4,1301773516.8
inhibition,noise_resilience,dendritic_additive,standard,backprop,correct,standard,3,2x2x2,14,0,10,0.9207399725914002,0.9197799742221833,0.9216899752616883,1411850,71680,158.9,1057938944.0
inhibition,noise_resilience,dendritic_additive,standard,backprop,correct,standard,3,2x2x2,14,5,10,0.9382599830627442,0.9373499870300293,0.939249986410141,2816778,80640,178.1,1284480512.0
inhibition,noise_resilience,dendritic_additive,standard,backprop,correct,standard,3,2x2x2,14,10,10,0.9415199816226959,0.940429718196392,0.942879992723465,2816778,89600,165.3,1284480512.0
inhibition,noise_resilience,dendritic_additive,standard,backprop,correct,standard,3,2x2x2,14,20,10,0.9395199656486511,0.9386599598824978,0.9405599594116211,2816778,107520,166.3,1284480512.0
inhibition,noise_resilience,dendritic_additive,standard,backprop,correct,standard,3,2x2x2,14,40,10,0.9382899761199951,0.9366099774837494,0.939819973707199,2816778,143360,170.7,1284480512.0
inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,0,10,0.9429499685764313,0.9419499695301056,0.9437899649143219,1411850,71680,207.8,1467084288.0
inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,5,10,0.947489982843399,0.9467099845409394,0.9483599781990051,2816778,80640,223.0,1698667212.8
inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,10,10,0.9489999771118164,0.9479099690914154,0.9501002423465252,2816778,89600,230.4,1698680320.0
inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,20,10,0.9500299751758575,0.9492799699306488,0.9507599711418152,2816778,107520,224.1,1698680320.0
inhibition,noise_resilience,dendritic_shunting,local_ca,path_transport,not_applicable,standard,3,2x2x2,14,40,10,0.9490799725055694,0.9477999746799469,0.9501399756968021,2816778,143360,230.7,1698667212.8
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,0,10,0.5922199934720993,0.5627597425878047,0.622269994020462,1411850,71680,225.0,1466774016.0
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,5,10,0.8052299737930297,0.798229968547821,0.8124099732935428,2816778,80640,224.1,1698651852.8
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,10,10,0.8175999760627747,0.8074199795722962,0.8273599745333194,2816778,89600,218.6,1698573209.6
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,20,10,0.8360299825668335,0.8305599866807462,0.8401599824428558,2816778,107520,221.9,1698425753.6
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma,not_applicable,standard,3,2x2x2,14,40,10,0.8496599793434143,0.8458899796009064,0.8529499711096287,2816778,143360,214.4,1698648576.0
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,0,10,0.9443899750709533,0.9432299733161926,0.9454599797725678,1411850,71680,196.9,1467068928.0
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,5,10,0.9426199674606324,0.9417199671268464,0.9435499608516693,2816778,80640,254.5,1698553548.8
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,10,10,0.9453999757766723,0.9442099750041961,0.9466299831867218,2816778,89600,221.6,1698651852.8
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,20,10,0.9476699709892273,0.9463399708271026,0.948749977350235,2816778,107520,222.2,1698664960.0
inhibition,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,standard,3,2x2x2,14,40,10,0.9483199775218963,0.9470699727535248,0.9494799792766571,2816778,143360,214.7,1698664960.0
inhibition,noise_resilience,dendritic_shunting,standard,backprop,correct,standard,3,2x2x2,14,0,10,0.9425399780273438,0.9416499733924866,0.9435299696028232,1411850,71680,171.7,1452203520.0
inhibition,noise_resilience,dendritic_shunting,standard,backprop,correct,standard,3,2x2x2,14,5,10,0.9472799718379974,0.9462297208607197,0.9482199728488923,2816778,80640,180.7,1678278144.0
inhibition,noise_resilience,dendritic_shunting,standard,backprop,correct,standard,3,2x2x2,14,10,10,0.9487999677658081,0.9476799547672272,0.949649977684021,2816778,89600,185.7,1678278144.0
inhibition,noise_resilience,dendritic_shunting,standard,backprop,correct,standard,3,2x2x2,14,20,10,0.9496299743652343,0.9484399794042111,0.9507399678230286,2816778,107520,178.3,1678278144.0
inhibition,noise_resilience,dendritic_shunting,standard,backprop,correct,standard,3,2x2x2,14,40,10,0.94994997382164,0.9491899728775024,0.950659966468811,2816778,143360,181.8,1678278144.0
routing,mnist,dendritic_additive,local_ca,per_soma_shared,correct,standard,2,2x2,6,20,10,0.9684399724006653,0.9675597080588341,0.9693399608135224,1208074,46080,209.5,724458496.0
routing,mnist,dendritic_additive,local_ca,per_soma_shared,correct,standard,4,2x2x2x2,30,20,10,0.9734999775886536,0.9727899788320065,0.9742599844932556,6034186,230400,254.4,2461874380.8
routing,mnist,dendritic_additive,local_ca,per_soma_shuffled,shuffled,standard,2,2x2,6,20,10,0.9633699834346772,0.9625799834728241,0.9641799809038639,1208074,46080,176.5,724458496.0
routing,mnist,dendritic_additive,local_ca,per_soma_shuffled,shuffled,standard,4,2x2x2x2,30,20,10,0.9696499705314636,0.9688399671018124,0.9703999698162079,6034186,230400,257.7,2462270873.6
routing,mnist,dendritic_shunting,local_ca,per_soma_shared,correct,standard,2,2x2,6,20,10,0.9696999788284302,0.968889975398779,0.9705099761486053,1208074,46080,191.7,922934784.0
routing,mnist,dendritic_shunting,local_ca,per_soma_shared,correct,standard,4,2x2x2x2,30,20,10,0.9718899726867676,0.971349972486496,0.9724199652671814,6034186,230400,278.5,3257712947.2
routing,mnist,dendritic_shunting,local_ca,per_soma_shuffled,shuffled,standard,2,2x2,6,20,10,0.9640199720859528,0.9632099747657776,0.964939963966608,1208074,46080,213.1,922934784.0
routing,mnist,dendritic_shunting,local_ca,per_soma_shuffled,shuffled,standard,4,2x2x2x2,30,20,10,0.9680899798870086,0.9673699855804443,0.9688299775123597,6034186,230400,288.7,3257878425.6
routing,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,standard,2,2x2,6,20,10,0.9329899847507477,0.9313399791717529,0.934499979019165,1208074,46080,172.8,724458496.0
routing,noise_resilience,dendritic_additive,local_ca,per_soma_shared,correct,standard,4,2x2x2x2,30,20,10,0.9340499818325043,0.9334299802780152,0.9346999824047089,6034186,230400,246.5,2461894041.6
routing,noise_resilience,dendritic_additive,local_ca,per_soma_shuffled,shuffled,standard,2,2x2,6,20,10,0.925989979505539,0.9248599767684936,0.9273199737071991,1208074,46080,175.3,724458496.0
routing,noise_resilience,dendritic_additive,local_ca,per_soma_shuffled,shuffled,standard,4,2x2x2x2,30,20,10,0.932509982585907,0.9316299796104431,0.9335299789905548,6034186,230400,252.0,2461898956.8
routing,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,standard,2,2x2,6,20,10,0.9478699803352356,0.9472499787807465,0.9484599828720093,1208074,46080,198.1,922934784.0
routing,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,correct,standard,4,2x2x2x2,30,20,10,0.9487699687480926,0.9478399632871152,0.9495499789714813,6034186,230400,270.5,3258496102.4
routing,noise_resilience,dendritic_shunting,local_ca,per_soma_shuffled,shuffled,standard,2,2x2,6,20,10,0.9406599760055542,0.9396199703216552,0.9417199850082397,1208074,46080,190.6,922934784.0
routing,noise_resilience,dendritic_shunting,local_ca,per_soma_shuffled,shuffled,standard,4,2x2x2x2,30,20,10,0.9428999781608581,0.9416399715840816,0.9443299770355225,6034186,230400,277.8,3258209382.4
spatial,mnist,dendritic_additive,local_ca,path_transport,not_applicable,random,4,2x2x2x2,30,11,10,0.9666899859905242,0.9658199906349182,0.9675399839878083,135946,122880,286.7,2380929024.0
spatial,mnist,dendritic_additive,local_ca,path_transport,not_applicable,spatial,4,2x2x2x2,30,11,10,0.9726799666881562,0.9721799612045288,0.9731899619102478,135946,122880,282.2,2380929024.0
spatial,mnist,dendritic_additive,local_ca,per_soma,not_applicable,random,4,2x2x2x2,30,11,10,0.8998599767684936,0.8971497303247452,0.9023399770259857,135946,122880,292.1,2378800128.0
spatial,mnist,dendritic_additive,local_ca,per_soma,not_applicable,spatial,4,2x2x2x2,30,11,10,0.9158499717712403,0.9125499725341797,0.9191999673843384,135946,122880,310.9,2378941030.4
spatial,mnist,dendritic_additive,local_ca,per_soma_shared,correct,random,4,2x2x2x2,30,11,10,0.9660399854183197,0.9654299914836884,0.966649979352951,135946,122880,288.1,2379922432.0
spatial,mnist,dendritic_additive,local_ca,per_soma_shared,correct,spatial,4,2x2x2x2,30,11,10,0.9696199715137481,0.9691999793052674,0.9700999677181243,135946,122880,276.4,2379922432.0
spatial,mnist,dendritic_additive,standard,backprop,correct,random,4,2x2x2x2,30,11,10,0.9666899859905242,0.965809988975525,0.9675499856472015,135946,122880,228.9,2298161664.0
