seed,split,condition_id,family,tree,optimizer,rule,rate,step,population_nmse,test_noisy_nmse,accuracy,balanced_accuracy,gradient_cosine,gradient_clipped_steps,parameter_clipped_steps,parameter_clipped_coefficients,max_abs_parameter,parameter_norm,failed,failure_step,elapsed_seconds
2026000,excluded_smoke,0,and4,balanced_ab_cd,sgd,exact,0.003,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.03127394709736109
2026000,excluded_smoke,1,and4,balanced_ab_cd,sgd,exact,0.01,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.0312971220118925
2026000,excluded_smoke,2,and4,balanced_ab_cd,sgd,exact,0.03,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.03131176100578159
2026000,excluded_smoke,3,and4,balanced_ab_cd,sgd,broadcast,0.003,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.5850214157668522,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.031323630013503134
2026000,excluded_smoke,4,and4,balanced_ab_cd,sgd,broadcast,0.01,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.5850214157668522,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.031333837076090276
2026000,excluded_smoke,5,and4,balanced_ab_cd,sgd,broadcast,0.03,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.5850214157668522,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.03134506300557405
2026000,excluded_smoke,6,and4,balanced_ab_cd,adam,exact,0.003,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.031356265069916844
2026000,excluded_smoke,7,and4,balanced_ab_cd,adam,exact,0.01,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.031366261071525514
2026000,excluded_smoke,8,and4,balanced_ab_cd,adam,exact,0.03,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.03137586801312864
2026000,excluded_smoke,9,and4,balanced_ab_cd,adam,broadcast,0.003,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.5850214157668522,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.031385591020807624
2026000,excluded_smoke,10,and4,balanced_ab_cd,adam,broadcast,0.01,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.5850214157668522,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.031396200065501034
2026000,excluded_smoke,11,and4,balanced_ab_cd,adam,broadcast,0.03,0,1.1966564939804636,1.0201236775419151,0.9375,0.5,0.5850214157668522,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.031406595022417605
2026000,excluded_smoke,12,and4,balanced_ac_bd,sgd,exact,0.003,0,1.1966564939804636,1.000798310009912,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.03141734004020691
2026000,excluded_smoke,13,and4,balanced_ac_bd,sgd,exact,0.01,0,1.1966564939804636,1.000798310009912,0.9375,0.5,0.9999999999999999,0,0,0,0.540780421192246,0.9871152727890399,False,-1,0.03142864000983536
